record_id,user_id,food_id,recipe_id,restaurant_id,mood,emotion,weather,season,disease_context,calorie_target,recommended_at,score,reason,status
rec_0000507,user_00014,food_000450,,,Happy,confident,Rainy,Ramadan,,1625.0,2026-07-27T05:15:57.945154+00:00,0.771,Including whom budget collection race bar third expert.,bookmarked
rec_0000508,user_00030,food_000201,,restaurant_00152,Motivated,optimistic,Holiday,Citrus Season,,2461.0,2026-07-27T05:15:57.945171+00:00,0.435,Administration star rich tree sure represent nothing partner.,skipped
rec_0000509,user_00006,food_000219,,,Cheerful,serene,Cold,Valentine,,2368.0,2026-07-27T05:15:57.945186+00:00,0.664,What later walk wait modern collection great case maintain sea physical all discuss tree surface.,skipped
rec_0000510,user_00088,food_000012,recipe_000089,restaurant_00197,Focused,confident,Rainy,Festive,,1459.0,2026-07-27T05:15:57.945204+00:00,0.801,Detail issue end size card plant of protect past ever fact later box control great inside.,recommended
rec_0000511,user_00086,food_000222,recipe_000016,,Spicy,curious,Windy,Festive,,1889.0,2026-07-27T05:15:57.945221+00:00,0.909,Dream knowledge along something agent alone even final economy worry.,recommended
rec_0000512,user_00025,food_000442,,,Social,optimistic,Breezy,Valentine,,2466.0,2026-07-27T05:15:57.945238+00:00,0.966,Save land account find walk month person because mission resource focus home pattern.,served
rec_0000513,user_00180,food_000378,recipe_000064,,Peaceful,serene,Sunny,Navratri,,2434.0,2026-07-27T05:15:57.945263+00:00,0.837,National follow material white poor computer choose little run under control total traditional election.,served
rec_0000514,user_00126,food_000297,,,Sunny,mellow,Cold,Autumn,,2275.0,2026-07-27T05:15:57.945293+00:00,0.484,Strong newspaper realize particular two spend close.,recommended
rec_0000515,user_00010,food_000495,recipe_000053,restaurant_00175,Nostalgic,serene,Heatwave,Valentine,,1801.0,2026-07-27T05:15:57.945314+00:00,0.856,Worker instead there possible prevent low particularly article help them thus media cost.,skipped
rec_0000516,user_00066,food_000265,recipe_000090,,Cozy,mellow,Warm,Diwali,,1414.0,2026-07-27T05:15:57.945331+00:00,0.899,Pay front statement lot site fear dark.,bookmarked
rec_0000517,user_00159,food_000067,recipe_000132,,Comfort,bored,Windy,Back to School,,2436.0,2026-07-27T05:15:57.945347+00:00,0.469,Help woman skill describe moment her audience nearly key.,recommended
rec_0000518,user_00066,food_000126,recipe_000022,,Peaceful,relaxed,Festive,Summer Vacation,,1934.0,2026-07-27T05:15:57.945364+00:00,0.986,Hear player officer body this skill degree against improve meet thousand.,served
rec_0000519,user_00142,food_000288,recipe_000081,restaurant_00151,Social,joyful,Dry,Festive,,1468.0,2026-07-27T05:15:57.945381+00:00,0.618,Arrive exist say eye try research medical recognize country race.,bookmarked
rec_0000520,user_00112,food_000003,recipe_000088,,Savory,tired,Rainy,Autumn,,1725.0,2026-07-27T05:15:57.945398+00:00,0.443,Various case finish card itself mind information rule seek.,served
rec_0000521,user_00034,food_000311,recipe_000169,restaurant_00098,Social,nostalgic,Sunny,Berry Season,,1738.0,2026-07-27T05:15:57.945415+00:00,0.928,With participant father base manage ball blood understand cup ahead people once.,bookmarked
rec_0000522,user_00103,food_000181,,,Calm,joyful,Breezy,Berry Season,,1640.0,2026-07-27T05:15:57.945433+00:00,0.854,Politics international building debate policy positive you force develop.,bookmarked
rec_0000523,user_00016,food_000412,,,Focused,joyful,Windy,Monsoon,,2131.0,2026-07-27T05:15:57.945448+00:00,0.448,Cold may central thing fund husband suggest case soon.,bookmarked
rec_0000524,user_00002,food_000012,,,Spicy,anxious,Rainy,Christmas,,1658.0,2026-07-27T05:15:57.945464+00:00,0.857,Movement simply spend south little another person discussion.,served
rec_0000525,user_00078,food_000271,recipe_000178,,Calm,melancholic,Cold,Diwali,,2318.0,2026-07-27T05:15:57.945480+00:00,0.45,Police century surface have month woman above during she personal.,bookmarked
rec_0000526,user_00114,food_000388,recipe_000154,,Social,inspired,Heatwave,Monsoon,,2074.0,2026-07-27T05:15:57.945496+00:00,0.74,Tax cold scene wait understand draw laugh use affect ready nature me.,bookmarked
rec_0000527,user_00061,food_000270,recipe_000096,restaurant_00138,Focused,optimistic,Snowy,Harvest,,1682.0,2026-07-27T05:15:57.945512+00:00,0.601,National sort five course lose bed special wide wait least theory themselves.,bookmarked
rec_0000528,user_00034,food_000301,,restaurant_00130,Cheerful,hopeful,Cold,Eid,,2257.0,2026-07-27T05:15:57.945529+00:00,0.834,Yes develop respond face her tonight plant green son stock upon like possible six already college.,served
rec_0000529,user_00087,food_000464,,,Energized,grateful,Windy,Warm Weather,,2072.0,2026-07-27T05:15:57.945547+00:00,0.883,Land read message final modern arm listen east big discuss agency difference risk accept training live.,bookmarked
rec_0000530,user_00190,food_000257,recipe_000027,restaurant_00087,Comfort,satisfied,Cool,Summer Vacation,,2598.0,2026-07-27T05:15:57.945565+00:00,0.81,Big response scene its man PM behind voice.,bookmarked
rec_0000531,user_00189,food_000016,recipe_000035,restaurant_00074,Cozy,focused,Cool,Spring,,2080.0,2026-07-27T05:15:57.945584+00:00,0.318,Argue visit continue across enjoy another international.,recommended
rec_0000532,user_00153,food_000477,,restaurant_00154,Social,stressed,Warm,Summer Vacation,,1526.0,2026-07-27T05:15:57.945602+00:00,0.65,Director finish must voice tax water nature feel moment.,skipped
rec_0000533,user_00170,food_000079,recipe_000199,,Motivated,energetic,Breezy,Citrus Season,,2409.0,2026-07-27T05:15:57.945619+00:00,0.487,Far front between talk scientist project know area head I event believe society face different.,skipped
rec_0000534,user_00095,food_000146,recipe_000031,,Peaceful,serene,Snowy,Diwali,,1908.0,2026-07-27T05:15:57.945636+00:00,0.633,Food human quickly clearly former car social hair force name.,recommended
rec_0000535,user_00158,food_000020,,,Nostalgic,mellow,Warm,Eid,,1982.0,2026-07-27T05:15:57.945651+00:00,0.678,Yard either free ok your tonight peace.,bookmarked
rec_0000536,user_00146,food_000353,recipe_000119,restaurant_00185,Romantic,confident,Thunderstorm,Monsoon,Celiac Disease,2098.0,2026-07-27T05:15:57.945668+00:00,0.844,Direction enjoy business just college magazine although event affect present three.,recommended
rec_0000537,user_00031,food_000079,,restaurant_00088,Comfort,hopeful,Breezy,Thanksgiving,,1442.0,2026-07-27T05:15:57.945685+00:00,0.559,Bit often talk tonight professional memory southern team.,served
rec_0000538,user_00040,food_000467,recipe_000040,,Happy,playful,Cold,Harvest,,1979.0,2026-07-27T05:15:57.945701+00:00,0.864,Happy time brother pay real seat act few town strategy.,served
rec_0000539,user_00178,food_000322,,,Energized,melancholic,Warm,Diwali,,2088.0,2026-07-27T05:15:57.945716+00:00,0.683,Effort here dog challenge quickly maybe five behind those model also indicate painting reduce.,bookmarked
rec_0000540,user_00091,food_000183,recipe_000087,restaurant_00094,Cozy,pensive,Humid,Autumn,,2543.0,2026-07-27T05:15:57.945733+00:00,0.96,Require receive high research also executive board top nature debate water.,skipped
rec_0000541,user_00053,food_000191,recipe_000169,,Cozy,confident,Heatwave,Spring,,2129.0,2026-07-27T05:15:57.945750+00:00,0.823,Cell image learn movement spring task speak audience east.,bookmarked
rec_0000542,user_00191,food_000298,,restaurant_00195,Energized,adventurous,Dry,Summer,,2158.0,2026-07-27T05:15:57.945766+00:00,0.928,Event white final beyond question fund other act chair cause among.,recommended
rec_0000543,user_00144,food_000165,recipe_000024,restaurant_00149,Motivated,inspired,Stormy,New Year,,2185.0,2026-07-27T05:15:57.945782+00:00,0.912,Decision fine woman defense hope yet have recent lot book environment draw audience hundred author goal.,skipped
rec_0000544,user_00018,food_000343,recipe_000010,restaurant_00133,Peaceful,lonely,Cold,Citrus Season,,1580.0,2026-07-27T05:15:57.945801+00:00,0.323,Realize interest sort stand step run notice discover general part care operation.,bookmarked
rec_0000545,user_00196,food_000283,,,Romantic,stressed,Dry,Festive,Thyroid,1983.0,2026-07-27T05:15:57.945817+00:00,0.333,Mission development staff woman tell including thank town early senior audience.,skipped
rec_0000546,user_00176,food_000348,recipe_000182,,Sweet,confident,Stormy,Ramadan,,1778.0,2026-07-27T05:15:57.945833+00:00,0.928,Happy specific fly account west physical center method weight.,skipped
rec_0000547,user_00140,food_000287,recipe_000133,,Relaxed,lonely,Seasonal,Berry Season,,2008.0,2026-07-27T05:15:57.945852+00:00,0.495,Positive yes investment order defense reality term amount get some she job admit training paper.,recommended
rec_0000548,user_00134,food_000051,recipe_000106,restaurant_00111,Sunny,nostalgic,Foggy,Monsoon,,2513.0,2026-07-27T05:15:57.945871+00:00,0.46,Should knowledge about general night here value enjoy PM.,served
rec_0000549,user_00048,food_000151,,restaurant_00112,Nostalgic,optimistic,Foggy,Monsoon,,2245.0,2026-07-27T05:15:57.945888+00:00,0.512,Whole voice company service road land staff strong picture most high center however letter.,served
rec_0000550,user_00066,food_000238,recipe_000050,restaurant_00196,Focused,energetic,Monsoon,Berry Season,,2232.0,2026-07-27T05:15:57.945905+00:00,0.465,Often usually thus coach maybe long dream rise authority.,bookmarked
rec_0000551,user_00133,food_000048,recipe_000141,,Nostalgic,content,Festive,Warm Weather,Thyroid,2478.0,2026-07-27T05:15:57.945923+00:00,0.608,Sport life laugh style red authority subject space send.,served
rec_0000552,user_00079,food_000478,recipe_000099,restaurant_00056,Sweet,tired,Warm,New Year,Anemia,2076.0,2026-07-27T05:15:57.945940+00:00,0.858,Language buy husband individual total though cold country.,recommended
rec_0000553,user_00080,food_000335,,restaurant_00003,Adventurous,romantic,Misty,Warm Weather,,2537.0,2026-07-27T05:15:57.945956+00:00,0.948,Sell listen side determine approach miss dinner interesting outside important property agreement.,recommended
rec_0000554,user_00069,food_000393,recipe_000100,,Peaceful,excited,Windy,Cold Weather,Heart Disease,2580.0,2026-07-27T05:15:57.945973+00:00,0.839,Future land help laugh since have consumer art and significant.,skipped
rec_0000555,user_00063,food_000341,recipe_000162,restaurant_00166,Adventurous,content,Misty,Cold Weather,,1780.0,2026-07-27T05:15:57.945990+00:00,0.923,Bank adult health note tree feel base agency two large family majority same his traditional.,skipped
rec_0000556,user_00120,food_000107,,restaurant_00199,Festive,melancholic,Misty,Summer,,2247.0,2026-07-27T05:15:57.946007+00:00,0.639,Skin hit radio town use age summer true Democrat range age property.,bookmarked
rec_0000557,user_00181,food_000453,recipe_000084,,Calm,melancholic,Foggy,Navratri,,2188.0,2026-07-27T05:15:57.946023+00:00,0.774,Similar month test real yes not out such account.,bookmarked
rec_0000558,user_00173,food_000398,recipe_000103,restaurant_00171,Comforting,satisfied,Breezy,Summer Vacation,,1404.0,2026-07-27T05:15:57.946040+00:00,0.337,Relate enter present wonder when buy science instead attack.,bookmarked
rec_0000559,user_00087,food_000035,recipe_000034,restaurant_00164,Happy,romantic,Thunderstorm,Valentine,,1940.0,2026-07-27T05:15:57.946057+00:00,0.448,Born professional someone improve difference present book choose though why rate these could community ten region.,recommended
rec_0000560,user_00058,food_000085,recipe_000095,,Festive,confident,Cold,Harvest,,1918.0,2026-07-27T05:15:57.946075+00:00,0.423,Second house style enter travel thank green situation study job of open.,served
rec_0000561,user_00075,food_000078,,restaurant_00111,Motivated,content,Breezy,Autumn,,1681.0,2026-07-27T05:15:57.946092+00:00,0.335,Value drop street mention month rate happy main left.,bookmarked
rec_0000562,user_00022,food_000324,recipe_000147,restaurant_00089,Comfort,pensive,Warm,Thanksgiving,,1607.0,2026-07-27T05:15:57.946108+00:00,0.462,Physical security position pretty wish allow animal local new subject state carry course we local.,bookmarked
rec_0000563,user_00141,food_000164,,,Festive,bored,Humid,Festive,,2425.0,2026-07-27T05:15:57.946125+00:00,0.899,Condition why rest into face suddenly enjoy door put child.,recommended
rec_0000564,user_00109,food_000211,recipe_000053,,Happy,curious,Holiday,Spring,,1663.0,2026-07-27T05:15:57.946142+00:00,0.443,Language true really experience past surface relate paper model true fast.,served
rec_0000565,user_00001,food_000206,,restaurant_00130,Savory,excited,Monsoon,Spring,Heart Disease,1659.0,2026-07-27T05:15:57.946159+00:00,0.716,Direction treatment quickly common spend report office herself body boy between member least.,bookmarked
rec_0000566,user_00090,food_000236,recipe_000168,restaurant_00076,Sweet,satisfied,Thunderstorm,Eid,,1442.0,2026-07-27T05:15:57.946176+00:00,0.53,Major occur throughout Democrat value guy fly.,skipped
rec_0000567,user_00122,food_000010,recipe_000090,restaurant_00110,Romantic,calm,Cool,Harvest,,2431.0,2026-07-27T05:15:57.946192+00:00,0.867,Respond school whole here too than style charge method those.,served
rec_0000568,user_00080,food_000483,recipe_000161,,Comforting,calm,Stormy,Spring,,1422.0,2026-07-27T05:15:57.946209+00:00,0.711,Scene require already bit decade history whose.,skipped
rec_0000569,user_00036,food_000056,recipe_000151,,Cheerful,pensive,Dry,Back to School,Asthma,1889.0,2026-07-27T05:15:57.946224+00:00,0.967,Message as chance upon message oil like control consider company.,skipped
rec_0000570,user_00012,food_000146,,restaurant_00114,Nostalgic,nostalgic,Cloudy,Festive,,2242.0,2026-07-27T05:15:57.946239+00:00,0.542,Just practice present place life operation different stay treat.,served
rec_0000571,user_00045,food_000114,,,Cozy,stressed,Warm,Summer Vacation,Kidney Disease,1698.0,2026-07-27T05:15:57.946255+00:00,0.473,Include beat worry quality myself author southern fall hospital story reality civil treatment require if.,bookmarked
rec_0000572,user_00085,food_000174,,,Adventurous,determined,Rainy,New Year,,2368.0,2026-07-27T05:15:57.946271+00:00,0.816,Minute relate although put man pass task weight idea approach long perform.,skipped
rec_0000573,user_00117,food_000371,,,Comforting,determined,Thunderstorm,Cold Weather,,2272.0,2026-07-27T05:15:57.946288+00:00,0.7,Significant defense appear stuff husband good seven at.,bookmarked
rec_0000574,user_00119,food_000490,,,Focused,excited,Heatwave,Summer,,2329.0,2026-07-27T05:15:57.946303+00:00,0.9,Us goal woman ten themselves every spring debate total read.,skipped
rec_0000575,user_00047,food_000498,,restaurant_00049,Sweet,pensive,Stormy,New Year,Liver Health,2158.0,2026-07-27T05:15:57.946319+00:00,0.488,Book have poor reality type show PM many husband room half walk house.,bookmarked
rec_0000576,user_00188,food_000299,recipe_000021,restaurant_00108,Cheerful,optimistic,Rainy,Back to School,,1785.0,2026-07-27T05:15:57.946337+00:00,0.4,Base style discussion year network statement hundred its include account type claim reveal season can.,served
rec_0000577,user_00181,food_000271,,,Focused,playful,Foggy,Thanksgiving,,2084.0,2026-07-27T05:15:57.946355+00:00,0.733,Special one they plan effort none white so.,bookmarked
rec_0000578,user_00190,food_000057,recipe_000037,restaurant_00078,Relaxed,mellow,Cloudy,Navratri,,2514.0,2026-07-27T05:15:57.946372+00:00,0.648,Hair teacher build hope quite television listen.,bookmarked
rec_0000579,user_00026,food_000026,recipe_000049,,Comforting,relieved,Stormy,New Year,,1815.0,2026-07-27T05:15:57.946389+00:00,0.827,See great go consumer full seek clearly Republican southern together because on thousand animal opportunity safe.,served
rec_0000580,user_00081,food_000247,recipe_000095,restaurant_00050,Motivated,focused,Rainy,Winter,,2506.0,2026-07-27T05:15:57.946406+00:00,0.921,Parent everything decade theory little person paper paper then sense.,served
rec_0000581,user_00104,food_000395,recipe_000060,,Motivated,melancholic,Snowy,Autumn,,1421.0,2026-07-27T05:15:57.946422+00:00,0.872,Fact safe now share onto recognize unit share final behavior edge similar special eye floor trip.,bookmarked
rec_0000582,user_00113,food_000032,,,Savory,hopeful,Seasonal,New Year,,2557.0,2026-07-27T05:15:57.946440+00:00,0.814,Out military both team finally establish board.,served
rec_0000583,user_00115,food_000329,recipe_000139,,Peaceful,calm,Breezy,Christmas,,2167.0,2026-07-27T05:15:57.946456+00:00,0.325,Than surface same level loss door nature team.,served
rec_0000584,user_00127,food_000488,recipe_000177,restaurant_00062,Comfort,energetic,Cloudy,Spring,,2143.0,2026-07-27T05:15:57.946472+00:00,0.916,Friend some candidate sound young whatever central reality.,served
rec_0000585,user_00199,food_000194,recipe_000141,,Relaxed,optimistic,Holiday,Harvest,,2169.0,2026-07-27T05:15:57.946487+00:00,0.498,Western huge management into civil future only why much scientist maintain growth sound.,recommended
rec_0000586,user_00008,food_000266,recipe_000066,restaurant_00012,Sunny,stressed,Cool,Eid,,2084.0,2026-07-27T05:15:57.946505+00:00,0.694,Computer mind challenge summer forward recently between range.,bookmarked
rec_0000587,user_00120,food_000011,recipe_000098,restaurant_00002,Sweet,content,Misty,Festive,,2360.0,2026-07-27T05:15:57.946520+00:00,0.671,No begin purpose painting later society arrive top manage none manage cause general.,bookmarked
rec_0000588,user_00109,food_000076,recipe_000185,,Romantic,inspired,Humid,Thanksgiving,Heart Disease,2184.0,2026-07-27T05:15:57.946537+00:00,0.843,Live reach task sing such race feel organization front house way concern huge evidence group.,served
rec_0000589,user_00032,food_000288,recipe_000006,restaurant_00007,Savory,determined,Stormy,Thanksgiving,,1539.0,2026-07-27T05:15:57.946557+00:00,0.707,Family use since first ever public election again deep happy third behind she build ago.,served
rec_0000590,user_00143,food_000035,recipe_000013,,Social,anxious,Monsoon,Christmas,,2480.0,2026-07-27T05:15:57.946573+00:00,0.317,Dark price music hospital clear ability wind citizen woman sign now.,recommended
rec_0000591,user_00120,food_000422,recipe_000127,restaurant_00022,Festive,curious,Holiday,Back to School,Thyroid,2437.0,2026-07-27T05:15:57.946590+00:00,0.389,Central maybe few reach Republican need in.,served
rec_0000592,user_00027,food_000289,,restaurant_00198,Savory,playful,Cool,Thanksgiving,Asthma,2320.0,2026-07-27T05:15:57.946607+00:00,0.44,Commercial color off player down take you per high.,bookmarked
rec_0000593,user_00153,food_000186,,restaurant_00176,Romantic,inspired,Humid,Monsoon,Liver Health,1646.0,2026-07-27T05:15:57.946624+00:00,0.97,Where religious couple company director table behavior much occur have factor situation.,bookmarked
rec_0000594,user_00103,food_000123,recipe_000187,restaurant_00190,Motivated,pensive,Cool,Summer Vacation,,1757.0,2026-07-27T05:15:57.946643+00:00,0.543,Team and far I theory smile toward eight position garden same.,served
rec_0000595,user_00127,food_000183,,,Festive,determined,Heatwave,Thanksgiving,,1787.0,2026-07-27T05:15:57.946658+00:00,0.551,Rest almost run central of begin draw able.,served
rec_0000596,user_00142,food_000067,recipe_000126,restaurant_00068,Peaceful,serene,Cool,Ramadan,,1888.0,2026-07-27T05:15:57.946674+00:00,0.558,Return onto language born environment measure same thus how center southern much project significant.,bookmarked
rec_0000597,user_00168,food_000282,,restaurant_00096,Sunny,tired,Holiday,Warm Weather,,1654.0,2026-07-27T05:15:57.946691+00:00,0.422,Figure Congress real kitchen create head eye consider enter federal detail avoid over call.,skipped
rec_0000598,user_00198,food_000019,recipe_000157,,Sunny,determined,Foggy,Thanksgiving,,1652.0,2026-07-27T05:15:57.946707+00:00,0.403,Myself question serve begin generation itself cell hit guy consider.,recommended
rec_0000599,user_00029,food_000296,,,Sweet,inspired,Dry,Harvest,,1476.0,2026-07-27T05:15:57.946724+00:00,0.447,Ability everything language indeed whatever position blue field usually maybe some.,served
rec_0000600,user_00063,food_000392,recipe_000143,,Cheerful,romantic,Misty,Summer Vacation,Kidney Disease,2377.0,2026-07-27T05:15:57.946743+00:00,0.558,Different be stage check certain thought budget year pay gun within every.,skipped
rec_0000601,user_00085,food_000432,,,Focused,melancholic,Snowy,Berry Season,,2524.0,2026-07-27T05:15:57.946761+00:00,0.96,Evidence make medical admit conference cause town.,bookmarked
rec_0000602,user_00123,food_000259,,,Focused,playful,Holiday,Warm Weather,Cholesterol,2154.0,2026-07-27T05:15:57.946779+00:00,0.384,Behind action son describe board floor surface here sure American check.,skipped
rec_0000603,user_00147,food_000499,,,Sweet,nostalgic,Cloudy,Back to School,,2445.0,2026-07-27T05:15:57.946796+00:00,0.598,Task can daughter tree even Mr modern believe.,served
rec_0000604,user_00063,food_000291,recipe_000176,restaurant_00113,Comforting,satisfied,Rainy,Navratri,,2387.0,2026-07-27T05:15:57.946812+00:00,0.778,Good region color tree gas garden send party newspaper memory popular shake many leg seat.,recommended
rec_0000605,user_00186,food_000248,recipe_000145,,Nostalgic,bored,Cloudy,Monsoon,,1833.0,2026-07-27T05:15:57.946828+00:00,0.508,Cost suddenly page brother also question move.,bookmarked
rec_0000606,user_00053,food_000180,,restaurant_00020,Relaxed,focused,Warm,Ramadan,,1688.0,2026-07-27T05:15:57.946843+00:00,0.921,Machine know sell which whole special field make throughout your sing matter art science pressure.,recommended
rec_0000607,user_00041,food_000026,recipe_000132,,Social,playful,Holiday,Eid,,2121.0,2026-07-27T05:15:57.946860+00:00,0.984,Cause will memory style western crime ground order.,skipped
rec_0000608,user_00157,food_000132,,restaurant_00105,Spicy,playful,Breezy,Winter,,2499.0,2026-07-27T05:15:57.946876+00:00,0.518,Reach miss alone four election share tree.,served
rec_0000609,user_00103,food_000294,recipe_000059,restaurant_00149,Festive,content,Windy,Spring,,1538.0,2026-07-27T05:15:57.946891+00:00,0.311,Dinner quickly read rule television safe close people then.,skipped
rec_0000610,user_00125,food_000400,recipe_000122,,Social,stressed,Foggy,Warm Weather,Digestive Disorder,1402.0,2026-07-27T05:15:57.946907+00:00,0.374,Over interest mind best together range similar amount reflect general each include.,served
rec_0000611,user_00130,food_000280,recipe_000158,,Savory,romantic,Windy,Harvest,,2600.0,2026-07-27T05:15:57.946924+00:00,0.469,Church spring must side fish let her than year.,recommended
rec_0000612,user_00083,food_000108,recipe_000129,restaurant_00020,Romantic,excited,Warm,Ramadan,PCOS,2013.0,2026-07-27T05:15:57.946942+00:00,0.616,Look until always teacher trade why American rule mother office concern any husband goal score some.,recommended
rec_0000613,user_00014,food_000330,,restaurant_00106,Nostalgic,satisfied,Humid,Christmas,Liver Health,2084.0,2026-07-27T05:15:57.946959+00:00,0.927,Program feeling prepare government first house star rich former.,bookmarked
rec_0000614,user_00107,food_000084,,,Romantic,satisfied,Stormy,Navratri,,2197.0,2026-07-27T05:15:57.946974+00:00,0.73,Two goal manage management wrong worker economy minute.,skipped
rec_0000615,user_00037,food_000340,,,Happy,satisfied,Cloudy,Back to School,,2004.0,2026-07-27T05:15:57.946991+00:00,0.458,Dream for certainly return bit it page possible individual physical candidate the individual.,recommended
rec_0000616,user_00099,food_000468,,restaurant_00160,Cheerful,satisfied,Foggy,Ramadan,,1503.0,2026-07-27T05:15:57.947008+00:00,0.588,However son fast turn present night service hit decision travel table white.,skipped
rec_0000617,user_00147,food_000270,recipe_000020,,Sweet,energetic,Cold,Autumn,,2090.0,2026-07-27T05:15:57.947025+00:00,0.392,New religious common need force morning force detail series wife mean nothing student see this paper.,bookmarked
rec_0000618,user_00162,food_000391,recipe_000190,,Focused,hopeful,Cool,Citrus Season,Anemia,2217.0,2026-07-27T05:15:57.947041+00:00,0.346,Break what certainly hope floor half none.,served
rec_0000619,user_00156,food_000173,recipe_000171,restaurant_00136,Cheerful,content,Windy,Harvest,,1803.0,2026-07-27T05:15:57.947058+00:00,0.6,Lot employee understand see south difficult hospital note allow half idea serve deep.,bookmarked
rec_0000620,user_00188,food_000412,,restaurant_00153,Relaxed,relaxed,Thunderstorm,Navratri,,2299.0,2026-07-27T05:15:57.947075+00:00,0.746,Son action alone free shoulder hundred exactly option culture president national information.,served
rec_0000621,user_00171,food_000192,recipe_000141,,Energized,focused,Warm,Festive,,2022.0,2026-07-27T05:15:57.947090+00:00,0.709,Along simply hour century charge others small too.,skipped
rec_0000622,user_00022,food_000417,recipe_000030,restaurant_00027,Nostalgic,hopeful,Holiday,Warm Weather,,1953.0,2026-07-27T05:15:57.947105+00:00,0.648,Wish show over return we general sit actually choose house time three southern crime nearly.,bookmarked
rec_0000623,user_00029,food_000146,,,Peaceful,stressed,Misty,Warm Weather,,2588.0,2026-07-27T05:15:57.947122+00:00,0.383,Certain report model on probably maybe race data charge.,skipped
rec_0000624,user_00106,food_000165,,restaurant_00042,Comfort,calm,Breezy,Diwali,,1711.0,2026-07-27T05:15:57.947137+00:00,0.336,Pretty high either reach catch response color resource.,bookmarked
rec_0000625,user_00180,food_000158,recipe_000129,restaurant_00134,Sunny,playful,Cold,Berry Season,,1551.0,2026-07-27T05:15:57.947154+00:00,0.777,Technology need form agree opportunity side guess financial picture choice hear assume not agree.,skipped
rec_0000626,user_00119,food_000096,recipe_000154,,Sunny,serene,Warm,Berry Season,,2252.0,2026-07-27T05:15:57.947170+00:00,0.515,Side them box Democrat head smile pull onto seat growth when.,bookmarked
rec_0000627,user_00178,food_000328,recipe_000081,,Adventurous,relieved,Windy,Cold Weather,,1594.0,2026-07-27T05:15:57.947186+00:00,0.368,Can season action race arm modern bring here employee.,served
rec_0000628,user_00133,food_000162,recipe_000056,,Sunny,satisfied,Seasonal,Festive,,1882.0,2026-07-27T05:15:57.947201+00:00,0.5,Ready ready father understand land particular term.,bookmarked
rec_0000629,user_00184,food_000499,,,Festive,playful,Humid,Christmas,,1567.0,2026-07-27T05:15:57.947217+00:00,0.735,Buy usually size various face talk hospital mother boy sport staff night economy here produce question.,skipped
rec_0000630,user_00003,food_000072,,restaurant_00194,Festive,hopeful,Stormy,Cold Weather,,1480.0,2026-07-27T05:15:57.947234+00:00,0.861,Hope not store movement contain foot pressure color.,recommended
rec_0000631,user_00099,food_000016,,,Social,romantic,Holiday,Cold Weather,,2273.0,2026-07-27T05:15:57.947250+00:00,0.789,Increase red yard final time place southern win surface glass something effort authority.,recommended
rec_0000632,user_00078,food_000027,recipe_000180,restaurant_00128,Happy,mellow,Snowy,Summer,Lactose Intolerance,2092.0,2026-07-27T05:15:57.947266+00:00,0.423,Often quite often myself recognize idea necessary total process low heart letter.,bookmarked
rec_0000633,user_00177,food_000027,,restaurant_00179,Energized,determined,Cold,Summer,Lactose Intolerance,2409.0,2026-07-27T05:15:57.947283+00:00,0.967,Air them quickly involve upon individual travel stop.,skipped
rec_0000634,user_00073,food_000409,recipe_000036,,Focused,confident,Cold,Diwali,,2294.0,2026-07-27T05:15:57.947356+00:00,0.814,Read full machine budget even attack discuss evidence leg.,skipped
rec_0000635,user_00152,food_000092,recipe_000112,restaurant_00193,Calm,inspired,Seasonal,Navratri,,1849.0,2026-07-27T05:15:57.947376+00:00,0.683,Story leg every realize prevent center capital skill administration up research.,served
rec_0000636,user_00142,food_000087,recipe_000131,restaurant_00098,Social,curious,Humid,Back to School,,2273.0,2026-07-27T05:15:57.947394+00:00,0.656,Hard then cause notice again marriage friend growth road realize project this protect PM.,recommended
rec_0000637,user_00189,food_000471,,,Calm,stressed,Breezy,Citrus Season,,2467.0,2026-07-27T05:15:57.947410+00:00,0.724,Interest level spring need compare course build treatment seek occur add organization.,bookmarked
rec_0000638,user_00149,food_000121,,,Cozy,curious,Holiday,Warm Weather,Hypertension,1791.0,2026-07-27T05:15:57.947426+00:00,0.52,Past cost family policy every goal hotel everything bit people believe physical type can.,bookmarked
rec_0000639,user_00182,food_000240,recipe_000089,,Happy,mellow,Sunny,Ramadan,,1412.0,2026-07-27T05:15:57.947443+00:00,0.799,Pick computer from course suggest tell three deal same fly unit design some.,bookmarked
rec_0000640,user_00145,food_000145,recipe_000157,restaurant_00103,Social,pensive,Cold,Back to School,,2252.0,2026-07-27T05:15:57.947461+00:00,0.786,Worry maybe some daughter plan human evening leg.,recommended
rec_0000641,user_00033,food_000394,,restaurant_00003,Cheerful,inspired,Cold,Summer,,1926.0,2026-07-27T05:15:57.947477+00:00,0.681,Prepare door by seem movie week risk talk indeed billion produce to technology box southern.,bookmarked
rec_0000642,user_00072,food_000384,,restaurant_00150,Cheerful,relaxed,Windy,Harvest,,1786.0,2026-07-27T05:15:57.947494+00:00,0.789,Century understand simple great employee catch third success city maybe capital response politics something matter dog.,bookmarked
rec_0000643,user_00157,food_000035,,,Cozy,bored,Cold,Autumn,,1603.0,2026-07-27T05:15:57.947510+00:00,0.318,Meeting when hold specific decade three including.,recommended
rec_0000644,user_00128,food_000159,,restaurant_00110,Calm,playful,Cold,Berry Season,Liver Health,2086.0,2026-07-27T05:15:57.947526+00:00,0.806,Degree manager already difficult style defense hear top your quality half grow idea because.,bookmarked
