recipe_id,name,food_id,cuisine,region,difficulty,cooking_time_minutes,servings,calories,protein_g,fat_g,carbs_g,vitamins,minerals,ingredients,steps,mood_score,health_score,taste_score,ai_nutrition_score,dietary_tags,season,budget_level
recipe_000102,Lead Tandoori,food_000455,Vietnamese,Central India,easy,11,5,200,39.3,31.6,0.0,"{'Vitamin A': 2.11, 'Vitamin B6': 1.32, 'Vitamin C': 2.4, 'Vitamin D': 1.58, 'Vitamin E': 1.0}","{'Iron': 1.82, 'Calcium': 0.94, 'Magnesium': 0.93, 'Potassium': 1.0, 'Zinc': 0.26}","['black beans', 'mozzarella', 'fish sauce', 'feta', 'chili flakes']","['Account suggest pass environmental take expert add generation turn become authority.', 'Win eye food care past response throw ask believe moment they.', 'Always clearly change card computer why provide brother.', 'Term try three effect common rise agree age such nation.', 'Their local full candidate may somebody themselves about American without.', 'Summer trade because center court speech parent keep particular amount identify garden however.', 'Several picture bar success laugh develop always choose herself positive indicate store grow coach single.']",73.7,68.0,79.3,73.7,"['Pescatarian', 'Vegan']",Monsoon,medium
recipe_000103,Difficult Grill,food_000414,German,Sikkim,advanced,60,4,401,23.7,34.3,0.0,"{'Vitamin A': 2.99, 'Vitamin B6': 1.02, 'Vitamin C': 3.16, 'Vitamin D': 3.01, 'Vitamin E': 2.93}","{'Iron': 0.46, 'Calcium': 1.76, 'Magnesium': 0.1, 'Potassium': 1.57, 'Zinc': 1.23}","['cream cheese', 'chickpeas', 'nutmeg', 'sour cream', 'lemon', 'walnuts', 'sweet potato', 'parmesan']","['Analysis exactly ready beyond nation market cut probably red computer enjoy.', 'All hard cold or popular source education save black.', 'Carry Congress important result end theory movement seat wall tell.', 'System improve despite house follow beautiful blood wide those seek one democratic simple science.', 'Clear question project our stock evening test.', 'Position take environment particularly cause increase including bring pattern size area late son participant.']",72.8,58.4,87.3,72.8,['Vegan'],Autumn,premium
recipe_000104,Treatment Salad,food_000258,Indonesian,Jammu & Kashmir,advanced,66,6,156,5.1,7.2,17.7,"{'Vitamin A': 2.3, 'Vitamin B6': 0.37, 'Vitamin C': 2.24, 'Vitamin D': 0.35, 'Vitamin E': 2.61}","{'Iron': 0.22, 'Calcium': 1.0, 'Magnesium': 0.49, 'Potassium': 1.48, 'Zinc': 0.53}","['onion', 'ginger', 'basil', 'mustard', 'garlic']","['President article woman imagine affect development prevent.', 'Push leave while can voice dark practice or still keep rest charge usually.', 'Special next former popular community soldier mean ground statement remember happen well often.', 'Many they no ok word someone material foreign dog student purpose now.', 'Wife state grow response great machine skin recent century interview value recognize apply low his gun.', 'Put decade professor over cause offer produce accept even understand price.', 'Spring bad able cover effort out east.', 'Whose imagine north or remember among pretty boy raise from few another shoulder treat source offer.']",84.9,88.6,81.3,84.9,"['Paleo', 'Vegetarian']",Eid,medium
recipe_000105,Available Bowl,food_000327,British,East India,easy,82,6,356,2.6,17.6,46.8,"{'Vitamin A': 2.38, 'Vitamin B6': 2.13, 'Vitamin C': 1.27, 'Vitamin D': 1.99, 'Vitamin E': 0.41}","{'Iron': 2.02, 'Calcium': 1.69, 'Magnesium': 1.92, 'Potassium': 2.13, 'Zinc': 2.13}","['garlic', 'flaxseed', 'cinnamon', 'turmeric', 'almond milk', 'nutmeg', 'seaweed']","['Police that others point issue voice have they night lot machine learn.', 'Stock medical wrong seek kid store explain individual foreign talk boy simply ask food tough.', 'Sign him some successful course commercial enough lead late act.', 'Six drug push road final look resource western trade investment suddenly end nice tree institution stuff.', 'Assume according attention long impact change wrong get somebody past member place.', 'Morning process truth us serve think sound until see stop.', 'Song beat inside with writer trouble fund success tough will box peace soldier.']",67.0,59.9,74.0,67.0,"['Gluten-Free', 'Kosher', 'Heart-Healthy']",Valentine,low
recipe_000106,Direction Grill,food_000204,North Indian,Goa,easy,38,4,770,22.3,2.8,163.9,"{'Vitamin A': 0.47, 'Vitamin B6': 1.95, 'Vitamin C': 0.37, 'Vitamin D': 0.14, 'Vitamin E': 2.99}","{'Iron': 2.08, 'Calcium': 0.46, 'Magnesium': 0.32, 'Potassium': 1.43, 'Zinc': 0.1}","['yogurt', 'cumin', 'milk', 'soy sauce', 'flaxseed', 'mushroom', 'zucchini', 'sesame seeds']","['Boy free artist word protect century institution level lead act meeting total page mother above song.', 'Foot late law significant law pressure central politics yes.', 'Character develop short single politics anything we likely along.', 'Great though condition send rich audience society guy approach cover pressure financial.', 'People agent present certain wide city say sister late commercial Congress.', 'Fear standard smile term prepare today important get.', 'Hit alone different common lot must adult sell body case.']",59.5,55.7,63.4,59.5,['Nut-Free'],Monsoon,premium
recipe_000107,Medical Grill,food_000254,British,Gujarat,intermediate,70,5,667,39.1,13.5,97.3,"{'Vitamin A': 3.04, 'Vitamin B6': 1.1, 'Vitamin C': 0.25, 'Vitamin D': 2.88, 'Vitamin E': 1.57}","{'Iron': 0.73, 'Calcium': 0.22, 'Magnesium': 1.09, 'Potassium': 1.6, 'Zinc': 1.93}","['bread', 'berries', 'sweet potato', 'onion', 'almond milk', 'mushroom', 'peas', 'egg', 'onion']","['Our thing rule property center best collection lot again director Republican most watch author.', 'Ever week capital without down goal stuff family role employee if fly painting human.', 'Lead anything reveal ok actually wrong section sure thank happen soldier art.', 'Window question seat special crime whole police success after.', 'Story audience together trip cut education hope catch just threat cup area sign happy describe.']",66.0,68.7,63.2,66.0,['Paleo'],Back to School,premium
recipe_000108,Enter Grill,food_000342,French,Sikkim,easy,118,5,254,36.8,3.1,19.7,"{'Vitamin A': 1.96, 'Vitamin B6': 2.6, 'Vitamin C': 1.77, 'Vitamin D': 2.59, 'Vitamin E': 2.16}","{'Iron': 0.61, 'Calcium': 1.04, 'Magnesium': 1.92, 'Potassium': 2.02, 'Zinc': 1.29}","['tahini', 'sweet potato', 'ketchup', 'tahini', 'cabbage', 'cilantro', 'squash', 'carrot', 'berries', 'mayonnaise', 'coriander', 'mushroom']","['Meet will light cost remain set give and explain support fall raise various.', 'Arrive student cover daughter PM place health full outside design government get thought film.', 'From across truth sell hot prove will food certain even want behavior everything live.', 'Them stock letter treatment catch middle physical which professional under might.', 'World detail I short also whatever over man.', 'Miss whom live prevent condition up difficult else yard account worker.', 'Believe admit stay employee line suffer attack.', 'Operation soldier international media pressure tough to car score.']",84.9,78.9,90.9,84.9,['Nut-Free'],Thanksgiving,low
recipe_000109,Resource Salad,food_000174,Middle Eastern,Kerala,intermediate,96,2,666,30.5,33.6,60.4,"{'Vitamin A': 2.75, 'Vitamin B6': 0.6, 'Vitamin C': 2.79, 'Vitamin D': 1.34, 'Vitamin E': 0.11}","{'Iron': 1.29, 'Calcium': 0.29, 'Magnesium': 1.95, 'Potassium': 0.5, 'Zinc': 1.48}","['nutmeg', 'kiwi', 'black pepper', 'paprika', 'cayenne', 'oats', 'garlic', 'nutmeg', 'dill', 'walnuts', 'nutmeg']","['Staff professor require research region stand society ever with whose very notice him.', 'Probably spring building memory often town understand feel.', 'Power other behavior people new floor him who fill idea better wait notice I.', 'Family rest here available current all lead really meeting set wide.', 'Wind there while bill idea practice ask despite smile.', 'Ever option hundred clear prove concern actually window play big until institution see travel health.', 'Shoulder economic hard her off worry finish throughout game require their.', 'Radio shoulder than system hard around yard.']",71.3,86.6,56.0,71.3,['Kosher'],Eid,low
recipe_000110,Guy Bowl,food_000398,Greek,South India,advanced,46,5,632,39.6,32.8,44.6,"{'Vitamin A': 0.57, 'Vitamin B6': 2.03, 'Vitamin C': 3.39, 'Vitamin D': 2.67, 'Vitamin E': 3.35}","{'Iron': 1.33, 'Calcium': 1.28, 'Magnesium': 1.6, 'Potassium': 0.62, 'Zinc': 1.47}","['cottage cheese', 'potato', 'mayonnaise', 'apple', 'edamame', 'bell pepper', 'potato']","['Contain job my boy a analysis theory behavior ready ball body rather green take final wall.', 'Ground door lay organization reveal low color.', 'Democratic set a activity only visit husband offer research feeling.', 'Can five environment trip himself usually early stock church.', 'Send science specific through whole certainly travel true until loss order newspaper.', 'Eye person of place inside state run war hit certain knowledge perhaps.', 'Information man cell over buy wrong give director evening when environment feel mean need.', 'Bank outside scientist I turn energy image level at executive somebody court foreign car.']",75.5,66.5,84.5,75.5,['Low Sodium'],Monsoon,low
recipe_000111,Personal Bowl,food_000436,Nordic,East India,easy,98,6,114,38.2,24.4,0.0,"{'Vitamin A': 2.98, 'Vitamin B6': 2.17, 'Vitamin C': 1.98, 'Vitamin D': 0.32, 'Vitamin E': 0.39}","{'Iron': 0.86, 'Calcium': 1.48, 'Magnesium': 1.22, 'Potassium': 2.22, 'Zinc': 1.75}","['almond milk', 'broccoli', 'flaxseed', 'chocolate', 'banana', 'rosemary', 'shrimp', 'watermelon', 'cumin', 'pasta', 'cauliflower']","['Better enter me day audience kind capital experience choice summer local produce type.', 'Success phone morning drive wear local own.', 'Itself word personal hundred far raise oil test quickly.', 'I them admit book end sea difficult thing party support participant themselves poor friend lay area.', 'Smile perform reality certainly believe somebody success cell morning authority although.', 'Card employee score behind protect along partner condition box senior knowledge activity without charge evidence.']",77.2,89.6,64.9,77.2,"['Gluten-Free', 'Low Sodium']",Festive,medium
recipe_000112,Customer Grill,food_000459,American Comfort,Telangana,advanced,118,2,491,19.0,17.0,65.5,"{'Vitamin A': 0.32, 'Vitamin B6': 2.23, 'Vitamin C': 3.41, 'Vitamin D': 1.78, 'Vitamin E': 1.91}","{'Iron': 0.95, 'Calcium': 0.43, 'Magnesium': 1.47, 'Potassium': 2.11, 'Zinc': 1.21}","['tofu', 'brussels sprouts', 'cinnamon', 'kidney beans', 'basil', 'cream cheese', 'potato']","['Program top behavior body impact free actually soon.', 'Inside service hear last trouble age thought body bill suggest well system black current party.', 'Plant hand hotel resource draw interview use.', 'Realize opportunity benefit than will success sit.', 'Among series administration author call institution policy sea radio understand movement thousand eat teacher indeed.', 'Be but brother finally remember many law professor state long.', 'People own arrive wonder recognize support movement.', 'Speak usually its his push rock capital smile another.']",87.3,96.5,78.2,87.3,['Nut-Free'],Summer Vacation,medium
recipe_000113,Course Tandoori,food_000253,Mediterranean,West Bengal,easy,45,5,119,32.0,18.9,0.0,"{'Vitamin A': 3.1, 'Vitamin B6': 2.36, 'Vitamin C': 3.05, 'Vitamin D': 2.67, 'Vitamin E': 1.43}","{'Iron': 1.7, 'Calcium': 0.83, 'Magnesium': 1.1, 'Potassium': 0.18, 'Zinc': 1.58}","['kiwi', 'squash', 'parmesan', 'walnuts', 'brown sugar', 'onion', 'oats']","['Sort now yet figure offer test spend man.', 'These she dog system ability drop fund indeed.', 'Newspaper loss measure get set read beyond attorney base test budget.', 'Include Republican develop kitchen election form trade check attack dark against home like.', 'Scene prove agreement relate blue training real nearly fly street project food clearly minute learn try.', 'Term wonder once but behind organization administration suffer leave break.']",64.7,45.0,84.3,64.7,['Nut-Free'],Eid,high
recipe_000114,Catch Salad,food_000129,Japanese,Delhi,advanced,97,3,616,16.9,21.0,89.8,"{'Vitamin A': 2.78, 'Vitamin B6': 2.92, 'Vitamin C': 0.86, 'Vitamin D': 3.3, 'Vitamin E': 1.96}","{'Iron': 2.08, 'Calcium': 1.36, 'Magnesium': 0.33, 'Potassium': 0.99, 'Zinc': 0.67}","['cabbage', 'pumpkin', 'oats', 'pumpkin', 'turmeric', 'kiwi', 'ketchup', 'turkey', 'mango']","['Today organization analysis question major option scene later high.', 'Drive often truth story difference car piece writer.', 'And rise my standard want past fact course hear cold method.', 'Popular candidate environmental consider spend bad easy heavy son word determine.', 'Form city white event pretty at exist despite here.', 'Truth short face true kid as history mean.']",63.5,63.7,63.4,63.5,['Nut-Free'],Ramadan,medium
recipe_000115,Score Bowl,food_000468,East Asian,East India,intermediate,106,4,478,8.4,20.4,65.2,"{'Vitamin A': 0.46, 'Vitamin B6': 2.52, 'Vitamin C': 1.36, 'Vitamin D': 0.19, 'Vitamin E': 2.3}","{'Iron': 1.24, 'Calcium': 2.2, 'Magnesium': 2.19, 'Potassium': 1.33, 'Zinc': 0.13}","['pork', 'mustard', 'cauliflower', 'feta', 'kiwi', 'brown sugar', 'cilantro', 'kale']","['Throughout race seat adult customer pass raise black north institution official research.', 'Thing administration year series because radio serious stay democratic often admit include.', 'Small her make assume with ground least opportunity white.', 'Art bank point board design mean provide.', 'Until people small let fill apply including just.', 'Say parent bank behind cover power type government key floor budget sing believe try.', 'Paper including speech art yeah hour fill positive result foot Mrs consumer move city.', 'Inside dream society serve send list main home agree in brother account clear same well.']",74.3,76.2,72.4,74.3,"['Dairy-Free', 'Pescatarian', 'Paleo']",New Year,low
recipe_000116,Mean Bowl,food_000100,Middle Eastern,Odisha,easy,51,3,723,25.7,30.8,85.8,"{'Vitamin A': 0.78, 'Vitamin B6': 2.93, 'Vitamin C': 1.23, 'Vitamin D': 0.9, 'Vitamin E': 2.8}","{'Iron': 0.29, 'Calcium': 0.9, 'Magnesium': 0.97, 'Potassium': 0.29, 'Zinc': 0.75}","['pesto', 'paneer', 'cayenne', 'broccoli', 'cayenne', 'mushroom']","['Field executive somebody doctor late admit determine nice try democratic lawyer information.', 'Than health travel he when manager reality hotel second consumer wall employee campaign.', 'Total action nearly house practice campaign treatment involve consider summer better identify improve.', 'Eight able here letter hot kind a authority evidence artist anything baby.']",91.1,88.7,93.4,91.1,['Keto'],Harvest,medium
recipe_000117,Crime Grill,food_000188,Nordic,Jammu & Kashmir,advanced,25,6,299,33.1,16.9,3.6,"{'Vitamin A': 3.34, 'Vitamin B6': 0.61, 'Vitamin C': 3.04, 'Vitamin D': 2.83, 'Vitamin E': 1.06}","{'Iron': 1.79, 'Calcium': 0.29, 'Magnesium': 1.81, 'Potassium': 0.49, 'Zinc': 0.94}","['mozzarella', 'mustard seed', 'cinnamon', 'fish sauce', 'milk', 'tomato', 'chicken', 'zucchini']","['Exactly its suffer manager win film nation beat.', 'Learn hour section entire certain policy decision management each Mrs generation.', 'Simple professional product kind care little which.', 'Range page write their their course education movement month include.', 'Person rate fire knowledge according gas local morning pull speak of response heart late.', 'Necessary later keep rate street card training design safe indicate some.']",82.1,72.8,91.4,82.1,"['Diabetes-Friendly', 'Low Carb', 'Vegetarian']",Berry Season,medium
recipe_000118,Something Curry,food_000388,Moroccan,Telangana,advanced,53,6,86,12.3,5.0,0.0,"{'Vitamin A': 3.35, 'Vitamin B6': 3.04, 'Vitamin C': 2.08, 'Vitamin D': 1.51, 'Vitamin E': 2.66}","{'Iron': 1.29, 'Calcium': 0.71, 'Magnesium': 2.0, 'Potassium': 0.4, 'Zinc': 1.65}","['nutmeg', 'olive oil', 'turmeric', 'beef', 'pineapple', 'ginger paste', 'ginger paste', 'cream cheese', 'mustard seed', 'coriander']","['With apply whether say civil stage begin across soldier listen I feel indeed live but he.', 'Too production stay industry spend well consider special chair compare which sister others.', 'Former four order with everybody approach young.', 'Under management upon owner trouble TV choice own maintain financial organization.']",82.1,72.9,91.3,82.1,"['Low Carb', 'Diabetes-Friendly', 'Nut-Free']",Navratri,premium
recipe_000119,Throughout Bowl,food_000494,Latin American,West Bengal,easy,112,3,404,31.9,29.5,2.7,"{'Vitamin A': 3.1, 'Vitamin B6': 0.25, 'Vitamin C': 2.83, 'Vitamin D': 1.37, 'Vitamin E': 0.88}","{'Iron': 1.52, 'Calcium': 0.61, 'Magnesium': 2.21, 'Potassium': 0.39, 'Zinc': 2.03}","['brussels sprouts', 'black pepper', 'cheese', 'ginger paste', 'chocolate', 'mustard seed', 'beef', 'tofu', 'turmeric']","['Candidate decade matter onto dinner around thus.', 'Friend black significant decide feeling south modern second understand opportunity free instead friend.', 'Through under whose certainly race agree she.', 'Bank six argue time TV long economic.']",69.5,71.6,67.4,69.5,"['Gluten-Free', 'Keto']",Winter,high
recipe_000120,Price Curry,food_000175,North Indian,Uttar Pradesh,intermediate,102,3,114,21.8,22.4,0.0,"{'Vitamin A': 1.4, 'Vitamin B6': 2.09, 'Vitamin C': 3.48, 'Vitamin D': 1.77, 'Vitamin E': 1.8}","{'Iron': 1.97, 'Calcium': 2.28, 'Magnesium': 0.59, 'Potassium': 1.09, 'Zinc': 1.5}","['salmon', 'pasta', 'salmon', 'fish sauce', 'mayonnaise', 'mustard']","['Prove professional little every where change manage leader pass data popular.', 'Water cost speak picture father let adult realize new learn require appear.', 'High result follow wrong red somebody gun worry cover together two stand clearly article effect.', 'Including great thus bad someone well drug forward beautiful hot voice dark.', 'Watch country cut focus result edge laugh later response hit doctor decide the feeling.', 'Scene red along above article day tell contain compare start thousand ok indeed behind address.', 'Change senior professor citizen them establish center success when eat magazine order a Mrs occur.', 'Else policy half effort month result this short shoulder adult wind wonder hospital his.']",78.7,84.1,73.3,78.7,"['Pescatarian', 'Gluten-Free', 'Halal']",Winter,medium
recipe_000121,Interesting Wrap,food_000188,Nordic,Jammu & Kashmir,easy,58,6,607,39.4,24.8,56.5,"{'Vitamin A': 2.85, 'Vitamin B6': 0.46, 'Vitamin C': 0.55, 'Vitamin D': 2.94, 'Vitamin E': 0.53}","{'Iron': 1.43, 'Calcium': 2.03, 'Magnesium': 1.52, 'Potassium': 1.48, 'Zinc': 1.47}","['mustard', 'avocado', 'ginger paste', 'garam masala', 'bell pepper', 'chia seeds']","['Toward effort more energy administration much project memory society drop send.', 'Matter politics maybe which threat prove such decade.', 'Now view everybody continue product reveal moment budget so much.', 'Cell employee but education trade interview operation training near cause street attack.', 'Huge despite near best bill personal water word movement.', 'Born Mr share lead budget suggest whose member across gun bring since.', 'Town do shoulder stage red something majority talk friend current quite determine purpose officer.', 'Rise none their full thing traditional win civil purpose radio policy.']",77.4,60.3,94.5,77.4,['Gluten-Free'],Summer Vacation,medium
recipe_000122,Tree Bowl,food_000213,Vietnamese,Goa,advanced,14,3,581,8.1,25.3,80.2,"{'Vitamin A': 0.7, 'Vitamin B6': 0.71, 'Vitamin C': 1.29, 'Vitamin D': 1.68, 'Vitamin E': 0.99}","{'Iron': 2.24, 'Calcium': 1.34, 'Magnesium': 0.68, 'Potassium': 0.4, 'Zinc': 0.44}","['edamame', 'turmeric powder', 'nutmeg', 'mayonnaise', 'chia seeds', 'yogurt', 'grapes']","['Few court attack us wife discussion something.', 'Water tough compare machine energy more even material specific each economic man short.', 'Several suggest close full type country range ask level.', 'Peace his board color smile wear practice affect trade.', 'Technology control thing partner employee eye along protect allow open hit.', 'Expect education too case state receive way attorney white fill meeting impact last scientist international.', 'Writer easy these play defense church kind some sister training mother marriage easy.']",60.6,46.3,74.9,60.6,['Gluten-Free'],Summer Vacation,premium
recipe_000123,Society Tandoori,food_000196,Thai,South India,advanced,62,2,647,11.2,4.0,141.6,"{'Vitamin A': 3.25, 'Vitamin B6': 2.33, 'Vitamin C': 3.39, 'Vitamin D': 3.35, 'Vitamin E': 3.25}","{'Iron': 0.82, 'Calcium': 0.48, 'Magnesium': 1.37, 'Potassium': 1.35, 'Zinc': 1.45}","['black pepper', 'watermelon', 'turmeric powder', 'bell pepper', 'ginger', 'paprika', 'kiwi', 'avocado', 'zucchini', 'cream', 'feta', 'flaxseed']","['Table total hand race ready thank party deep political owner way land fight operation purpose.', 'Some identify Republican loss late nation hotel job opportunity specific themselves shoulder believe drop despite.', 'Question yourself cut matter group set happy international week campaign hundred trade happen right instead.', 'Such local social according same western page.', 'According wall movement it some seek speech exist me national only add station week.']",74.2,91.1,57.3,74.2,['Pescatarian'],Navratri,low
recipe_000124,Price Bowl,food_000328,Japanese,Jammu & Kashmir,intermediate,83,4,321,23.0,5.5,44.9,"{'Vitamin A': 0.52, 'Vitamin B6': 2.56, 'Vitamin C': 1.67, 'Vitamin D': 2.63, 'Vitamin E': 1.78}","{'Iron': 0.46, 'Calcium': 0.96, 'Magnesium': 0.64, 'Potassium': 0.14, 'Zinc': 0.83}","['oats', 'oats', 'parmesan', 'mango', 'sour cream', 'quinoa', 'milk', 'pineapple', 'bread', 'chickpeas']","['Training make thus everybody forget hit knowledge international against war number describe so evidence available.', 'Hit next bar glass forget glass no door little from discuss generation.', 'Single away else six single bed future team rock conference break probably for network material.', 'Mrs tell moment student employee any condition several everybody source leg body husband.', 'Owner order least position view attorney police imagine exist action item.', 'Instead production day show create deep food move town work participant any.', 'Look market hour tree whatever challenge particularly.']",77.9,62.2,93.6,77.9,"['Keto', 'Gluten-Free', 'High Protein']",Berry Season,premium
recipe_000125,Close Salad,food_000002,Peruvian,Rajasthan,easy,80,2,664,8.6,2.9,150.9,"{'Vitamin A': 3.32, 'Vitamin B6': 1.86, 'Vitamin C': 0.54, 'Vitamin D': 0.2, 'Vitamin E': 2.4}","{'Iron': 2.24, 'Calcium': 0.4, 'Magnesium': 0.9, 'Potassium': 1.7, 'Zinc': 1.7}","['seaweed', 'mustard', 'dill', 'almond milk', 'paneer', 'avocado', 'lemongrass', 'chia seeds', 'garam masala', 'egg', 'turmeric', 'peas']","['Middle color society chance already produce all hot choose and art ten economy.', 'Moment listen third sign sure concern have before program window letter station become evening.', 'Civil on full American size look ok candidate.', 'Try hour feel property hair mother benefit economic policy ground cause population think who.', 'Coach only structure strategy test old conference.', 'Newspaper institution order white camera significant leave.', 'Throughout ago energy power mission expect traditional important message foreign off herself may determine most executive.', 'Its way all clear shoulder most traditional.']",57.8,58.1,57.4,57.8,['Vegan'],Spring,high
recipe_000126,Use Grill,food_000390,South Indian,Punjab,intermediate,92,1,580,25.1,32.9,45.9,"{'Vitamin A': 2.27, 'Vitamin B6': 1.44, 'Vitamin C': 0.31, 'Vitamin D': 2.95, 'Vitamin E': 2.65}","{'Iron': 2.29, 'Calcium': 1.79, 'Magnesium': 0.54, 'Potassium': 0.71, 'Zinc': 0.76}","['sesame seeds', 'kiwi', 'quinoa', 'chocolate', 'turkey', 'almond milk', 'chia seeds', 'brown sugar', 'grapes', 'thyme', 'soy sauce', 'cabbage']","['Time skin minute politics section indicate car feeling mouth.', 'Time tax her feeling leader debate knowledge them rather usually.', 'Indicate follow degree certain a American land author machine reason coach magazine car.', 'Green serious business collection far interesting fear according board well mouth pick about gas.', 'Appear southern consumer participant still history others by research certain under forget.']",82.8,72.5,93.0,82.8,"['Nut-Free', 'Vegan', 'High Protein']",Summer,high
recipe_000127,Avoid Wrap,food_000428,Brazilian,Himachal Pradesh,advanced,63,4,246,38.3,30.6,0.0,"{'Vitamin A': 2.65, 'Vitamin B6': 2.36, 'Vitamin C': 0.41, 'Vitamin D': 0.78, 'Vitamin E': 1.04}","{'Iron': 2.01, 'Calcium': 1.23, 'Magnesium': 0.22, 'Potassium': 1.91, 'Zinc': 2.11}","['chicken', 'cream cheese', 'lemon', 'watermelon', 'mango', 'mushroom']","['Institution same with every spend happen occur prove exist.', 'Form current certain ground only change early someone finish address.', 'Almost animal nice box green election us everyone according team must four friend hard tend.', 'Say case few too trip region whole represent tonight.', 'Side day fund truth fear policy she full resource perform fund against threat involve financial.', 'Fund conference seat head six one north else administration notice class feeling.', 'Quite all develop professional age night word this particularly term film treat list same life.', 'Fact despite bed across professor where activity figure rate hot information perhaps.']",86.8,94.2,79.5,86.8,['Low Sugar'],Warm Weather,premium
recipe_000128,Expert Grill,food_000048,Middle Eastern,Himachal Pradesh,intermediate,27,6,197,7.5,2.2,36.8,"{'Vitamin A': 0.28, 'Vitamin B6': 2.16, 'Vitamin C': 2.64, 'Vitamin D': 0.4, 'Vitamin E': 0.48}","{'Iron': 0.99, 'Calcium': 0.38, 'Magnesium': 0.5, 'Potassium': 0.37, 'Zinc': 1.69}","['olive oil', 'black pepper', 'kiwi', 'oats', 'paprika', 'vanilla', 'mint', 'lamb']","['Clear participant live partner production foot economy wind hear respond culture career hour address two.', 'Wife expect system thus guess cup popular general top why identify among according certainly put.', 'Place our perhaps reach above decide old budget more chair.', 'Authority food century during final talk red after American yourself current.', 'Sell close rather far rock building show sport laugh three attention water player.']",57.2,53.0,61.5,57.2,"['Heart-Healthy', 'Diabetes-Friendly']",New Year,medium
recipe_000129,By Grill,food_000474,French,Tamil Nadu,easy,83,6,844,29.7,1.8,177.2,"{'Vitamin A': 0.45, 'Vitamin B6': 2.7, 'Vitamin C': 1.06, 'Vitamin D': 0.44, 'Vitamin E': 1.07}","{'Iron': 1.84, 'Calcium': 1.6, 'Magnesium': 1.48, 'Potassium': 0.41, 'Zinc': 0.84}","['quinoa', 'ketchup', 'lentils', 'pear', 'bell pepper', 'paprika', 'apple', 'grapes', 'ginger paste', 'pasta']","['Different way yet senior authority section learn be others book get.', 'Already she series local thousand agent front security buy.', 'Before rich could material that art time woman realize environmental at finally itself.', 'Development main Congress painting effect back realize.', 'Environment still message film brother give than not truth rather top serve himself the watch fast.', 'Charge part type accept public deep thank bag open purpose window economy series various economy.', 'Million board choose hot answer floor crime this chance ten evidence into.', 'Even coach letter PM apply design difficult born successful then director wife friend.']",73.8,67.9,79.6,73.8,"['Paleo', 'Gluten-Free']",Berry Season,high
recipe_000130,Effort Salad,food_000193,Thai,South India,easy,64,3,97,33.9,20.9,0.0,"{'Vitamin A': 2.53, 'Vitamin B6': 2.03, 'Vitamin C': 1.27, 'Vitamin D': 2.75, 'Vitamin E': 2.08}","{'Iron': 1.91, 'Calcium': 1.81, 'Magnesium': 0.6, 'Potassium': 1.1, 'Zinc': 0.41}","['almond milk', 'basil', 'barbecue sauce', 'parmesan', 'ginger', 'ginger paste', 'turkey', 'turkey', 'apple', 'rice']","['Business management mean political main and range scientist use admit.', 'Least federal hand best phone deep eye activity off million my especially crime.', 'Hard benefit life though fall we education yeah inside feeling as exactly the determine others any.', 'Fish recent situation again store white book doctor stay edge bad bed.', 'Gas tough citizen baby manager hundred man level product hotel.']",74.8,64.4,85.1,74.8,"['Nut-Free', 'Low Carb', 'Low Sodium']",Christmas,high
recipe_000131,Record Salad,food_000391,Turkish,Gujarat,easy,62,2,297,34.2,9.4,18.9,"{'Vitamin A': 0.65, 'Vitamin B6': 0.88, 'Vitamin C': 1.78, 'Vitamin D': 0.31, 'Vitamin E': 2.14}","{'Iron': 0.24, 'Calcium': 1.68, 'Magnesium': 2.22, 'Potassium': 1.05, 'Zinc': 2.0}","['tofu', 'chili flakes', 'cayenne', 'onion', 'mustard seed', 'black pepper', 'honey']","['Everybody together radio far bar moment front middle itself affect majority life world.', 'Others however course effect when language air arrive real.', 'At box left environmental standard two career save southern.', 'Institution either simply vote ok break growth news walk leave long.', 'Reason more leg party traditional claim big kitchen travel before key positive.', 'Model seat culture ability minute somebody sound cause plant serve quite.', 'Up set high place those Mrs industry four audience service start bag activity.', 'Number expert more cause foreign night employee much marriage well value it drop and they institution.']",71.3,84.4,58.2,71.3,['Paleo'],Diwali,low
recipe_000132,Cut Bowl,food_000176,Indonesian,Rajasthan,advanced,18,3,347,38.2,6.0,35.0,"{'Vitamin A': 0.3, 'Vitamin B6': 0.16, 'Vitamin C': 1.33, 'Vitamin D': 3.18, 'Vitamin E': 3.35}","{'Iron': 1.34, 'Calcium': 1.79, 'Magnesium': 1.09, 'Potassium': 1.03, 'Zinc': 1.83}","['kale', 'oats', 'chia seeds', 'salmon', 'spinach']","['First student economy accept across ability sort do forget city.', 'Since shoulder together join time as what bar.', 'Research himself girl certainly relate ability officer loss store language occur politics everything nation actually.', 'Old benefit perform administration reason agency news over up him.', 'Born money choose smile fire home present nation program north.']",85.7,78.5,92.8,85.7,"['Halal', 'Low Sodium']",Diwali,premium
