restaurant_id,name,cuisines,location_city,location_area,latitude,longitude,opening_hours,rating,delivery_time_minutes,price_level,offers,cuisine,diet_options,healthy_menu_tags,mood_menu_tags,menu_item_ids
restaurant_00154,Garrison Grill,"['Nordic', 'Healthy Fusion']",West Timothyberg,Stephanie Ranch,9.621485,111.288671,6:00 - 22:00,4.3,64,$$$$,"['10% off', 'Combo discount']",Nordic,"['Vegan', 'Vegetarian']","['protein rich', 'heart healthy']","['Happy', 'Focused']","['food_000296', 'food_000432', 'food_000057', 'food_000006', 'food_000398']"
restaurant_00155,Ruiz House,"['Caribbean', 'North Indian']",Angelaland,Murphy Fields,26.966174,121.546055,9:00 - 20:00,3.6,35,$$$$,"['Combo discount', 'Happy hours']",Caribbean,"['Pescatarian', 'Vegetarian']","['low sugar', 'low calorie']","['Calm', 'Savory']","['food_000228', 'food_000137', 'food_000469', 'food_000218', 'food_000304']"
restaurant_00156,George House,['American Comfort'],Brittanybury,Alvarez Islands,-18.655552,52.060361,11:00 - 21:00,3.0,45,$,"['Happy hours', '10% off']",American Comfort,"['Paleo', 'Gluten-Free']","['protein rich', 'heart healthy']","['Cozy', 'Happy']","['food_000467', 'food_000295', 'food_000329', 'food_000144', 'food_000398']"
restaurant_00157,Oliver Kitchen,"['South Indian', 'Nordic', 'Greek']",North Ashley,Perez Landing,1.455345,2.544012,8:00 - 21:00,4.0,41,$$$$,"['Weekend special', '10% off']",South Indian,"['Kosher', 'High Protein']","['protein rich', 'heart healthy']","['Social', 'Nostalgic']","['food_000349', 'food_000417', 'food_000087', 'food_000357', 'food_000264']"
restaurant_00158,Monroe Grill,"['Peruvian', 'Greek', 'Nordic']",Melanietown,Cristina Cove,87.734056,-171.334658,8:00 - 22:00,4.7,62,$$$$,"['Combo discount', 'Free delivery']",Peruvian,"['Paleo', 'Pescatarian']","['low calorie', 'heart healthy']","['Energized', 'Festive']","['food_000332', 'food_000439', 'food_000288', 'food_000217', 'food_000392']"
restaurant_00159,Mueller Grill,['Spanish'],Pearsonburgh,Michael Lights,32.902918,-20.598512,9:00 - 23:00,3.4,23,$$$$,"['10% off', 'Happy hours']",Spanish,"['Low Sodium', 'Dairy-Free']","['low calorie', 'heart healthy']","['Social', 'Sweet']","['food_000298', 'food_000091', 'food_000393', 'food_000429', 'food_000261']"
restaurant_00160,Gibson Corner,"['Mediterranean', 'Moroccan', 'Turkish']",Bowmanfurt,Nathan Walk,-1.703149,22.266823,9:00 - 22:00,4.9,33,$$,"['Free delivery', 'Happy hours']",Mediterranean,"['Gluten-Free', 'High Protein']","['low calorie', 'heart healthy']","['Nostalgic', 'Festive']","['food_000088', 'food_000208', 'food_000301', 'food_000150', 'food_000081']"
restaurant_00161,Newton Kitchen,['British'],Westton,Martinez Track,85.045706,-148.644707,7:00 - 22:00,3.6,60,$$,"['Weekend special', '10% off']",British,"['Keto', 'Paleo']","['low sugar', 'heart healthy']","['Motivated', 'Comfort']","['food_000195', 'food_000307', 'food_000092', 'food_000033', 'food_000316']"
restaurant_00162,Gray Cafe,"['Korean', 'American Comfort', 'South Indian']",Masonbury,Taylor Inlet,-43.476562,38.612943,7:00 - 22:00,3.5,52,$$$,"['Combo discount', 'Free delivery']",Korean,"['Vegan', 'Halal']","['protein rich', 'low calorie']","['Motivated', 'Spicy']","['food_000058', 'food_000213', 'food_000242', 'food_000258', 'food_000441']"
restaurant_00163,Aguilar Kitchen,"['Indonesian', 'Japanese']",Port Kayla,Ricardo Way,29.398262,64.008298,8:00 - 20:00,3.2,61,$$$,"['Combo discount', 'Free delivery']",Indonesian,"['Gluten-Free', 'Low Sodium']","['low calorie', 'protein rich']","['Motivated', 'Energized']","['food_000059', 'food_000244', 'food_000028', 'food_000480', 'food_000307']"
restaurant_00164,Short Bistro,"['Indonesian', 'French']",West Michaelfurt,Lisa Land,-9.672023,-162.747326,6:00 - 20:00,4.0,24,$,"['Happy hours', 'Free delivery']",Indonesian,"['Kosher', 'Gluten-Free']","['gluten free', 'protein rich']","['Savory', 'Cozy']","['food_000282', 'food_000090', 'food_000334', 'food_000446', 'food_000395']"
restaurant_00165,Wilson Cafe,"['Brazilian', 'Greek']",North Amber,Matthew Mission,45.407865,-169.131341,6:00 - 23:00,3.3,52,$$$,"['Weekend special', 'Combo discount']",Brazilian,"['Low Sodium', 'Nut-Free']","['heart healthy', 'low sugar']","['Relaxed', 'Savory']","['food_000215', 'food_000277', 'food_000002', 'food_000217', 'food_000480']"
restaurant_00166,Pittman House,"['Latin American', 'German', 'Lebanese']",Gabrielastad,Weiss Stravenue,64.544321,-118.263419,9:00 - 23:00,3.8,20,$$$$,"['Weekend special', '10% off']",Latin American,"['Paleo', 'Pescatarian']","['low calorie', 'protein rich']","['Savory', 'Romantic']","['food_000234', 'food_000030', 'food_000326', 'food_000388', 'food_000412']"
restaurant_00167,Clark Bistro,"['American Comfort', 'Moroccan']",Anthonychester,Jenkins Squares,-39.490014,-101.396869,10:00 - 23:00,4.3,31,$$$,"['Combo discount', 'Weekend special']",American Comfort,"['Diabetes-Friendly', 'Heart-Healthy']","['low calorie', 'gluten free']","['Focused', 'Comfort']","['food_000377', 'food_000383', 'food_000152', 'food_000415', 'food_000339']"
restaurant_00168,Nichols Grill,['French'],Danielmouth,Hood Lights,28.3733,-45.383402,9:00 - 20:00,4.2,29,$$,"['Free delivery', 'Happy hours']",French,"['Halal', 'Keto']","['low calorie', 'protein rich']","['Spicy', 'Festive']","['food_000292', 'food_000232', 'food_000208', 'food_000422', 'food_000418']"
restaurant_00169,Hickman Grill,['Healthy Fusion'],New Jerrymouth,Young Common,26.824536,-18.410648,7:00 - 22:00,3.5,40,$$$$,"['Free delivery', 'Combo discount']",Healthy Fusion,"['Vegan', 'Low Sodium']","['low sugar', 'protein rich']","['Cozy', 'Festive']","['food_000257', 'food_000386', 'food_000041', 'food_000359', 'food_000273']"
restaurant_00170,Morris Corner,"['Australian', 'Thai']",Jeffreyland,Suzanne Shoal,32.340541,169.523027,9:00 - 22:00,4.7,52,$$$,"['Weekend special', 'Free delivery']",Australian,"['Keto', 'Low Sodium']","['gluten free', 'heart healthy']","['Happy', 'Calm']","['food_000266', 'food_000190', 'food_000142', 'food_000481', 'food_000365']"
restaurant_00171,Whitaker Tavern,"['East Asian', 'American Comfort']",Garrettchester,Grimes Trace,-48.452205,-166.161466,9:00 - 23:00,4.2,59,$$,"['Weekend special', 'Happy hours']",East Asian,"['Dairy-Free', 'Diabetes-Friendly']","['low calorie', 'protein rich']","['Comforting', 'Sweet']","['food_000159', 'food_000291', 'food_000419', 'food_000249', 'food_000496']"
restaurant_00172,Castillo Corner,"['African', 'Middle Eastern', 'East Asian']",Georgehaven,Laura Estates,81.236855,-113.041708,10:00 - 23:00,3.4,46,$,"['Weekend special', 'Free delivery']",African,"['Vegetarian', 'Low Sugar']","['heart healthy', 'gluten free']","['Relaxed', 'Motivated']","['food_000486', 'food_000477', 'food_000292', 'food_000299', 'food_000209']"
restaurant_00173,Cole Bistro,['African'],North Kellyside,Nicole Haven,-22.148038,174.696022,10:00 - 21:00,4.2,58,$$$,"['Weekend special', 'Free delivery']",African,"['Low Sugar', 'Low Sodium']","['gluten free', 'heart healthy']","['Sunny', 'Spicy']","['food_000264', 'food_000238', 'food_000364', 'food_000254', 'food_000231']"
restaurant_00174,Hooper House,['Thai'],Lake Jerryfurt,Yesenia Branch,-87.775685,-136.289504,8:00 - 21:00,3.1,36,$$$$,"['Weekend special', 'Free delivery']",Thai,"['Keto', 'Low Sodium']","['protein rich', 'gluten free']","['Savory', 'Relaxed']","['food_000080', 'food_000065', 'food_000207', 'food_000006', 'food_000016']"
restaurant_00175,Martinez Kitchen,['French'],Fullerport,Scott Mountain,-81.059338,172.399944,11:00 - 23:00,4.9,29,$$$,"['Weekend special', '10% off']",French,"['Dairy-Free', 'Halal']","['protein rich', 'low calorie']","['Nostalgic', 'Sweet']","['food_000037', 'food_000112', 'food_000154', 'food_000061', 'food_000009']"
restaurant_00176,Myers Bistro,"['Australian', 'Turkish', 'Vietnamese']",East Ronaldborough,Cohen Extensions,-62.584966,48.804402,10:00 - 23:00,3.3,57,$$$,"['Weekend special', 'Happy hours']",Australian,"['Nut-Free', 'Pescatarian']","['heart healthy', 'low sugar']","['Focused', 'Adventurous']","['food_000152', 'food_000466', 'food_000006', 'food_000169', 'food_000318']"
restaurant_00177,French Grill,"['East Asian', 'North Indian', 'Greek']",Murrayton,Raymond Junction,-47.964196,119.3943,6:00 - 23:00,5.0,47,$$,"['Weekend special', '10% off']",East Asian,"['Low Carb', 'Diabetes-Friendly']","['gluten free', 'heart healthy']","['Adventurous', 'Sweet']","['food_000482', 'food_000424', 'food_000398', 'food_000280', 'food_000472']"
restaurant_00178,Humphrey Corner,['Indonesian'],Sarahville,Michael Lodge,-17.586317,-132.584907,6:00 - 20:00,3.9,43,$$$,"['Free delivery', '10% off']",Indonesian,"['Heart-Healthy', 'Dairy-Free']","['heart healthy', 'gluten free']","['Romantic', 'Peaceful']","['food_000221', 'food_000293', 'food_000171', 'food_000246', 'food_000079']"
restaurant_00179,Khan Corner,"['Filipino', 'German', 'Indonesian']",Gonzalesmouth,Duane Vista,62.92334,-177.578077,7:00 - 22:00,4.0,27,$$$,"['Free delivery', 'Combo discount']",Filipino,"['High Protein', 'Vegan']","['protein rich', 'heart healthy']","['Savory', 'Cheerful']","['food_000436', 'food_000208', 'food_000050', 'food_000007', 'food_000027']"
restaurant_00180,Davies Tavern,"['Vietnamese', 'American Comfort']",Paulahaven,Thomas Shore,-76.810574,176.608564,8:00 - 20:00,3.5,25,$$,"['Weekend special', 'Free delivery']",Vietnamese,"['Vegan', 'Gluten-Free']","['low sugar', 'low calorie']","['Sweet', 'Social']","['food_000265', 'food_000248', 'food_000100', 'food_000108', 'food_000236']"
restaurant_00181,Rowe Kitchen,['French'],Lake Justinbury,Leon Vista,55.865714,126.642285,8:00 - 22:00,4.7,38,$$,"['Weekend special', '10% off']",French,"['Low Carb', 'High Protein']","['heart healthy', 'low calorie']","['Motivated', 'Spicy']","['food_000213', 'food_000444', 'food_000066', 'food_000397', 'food_000116']"
restaurant_00182,Mueller Cafe,['Filipino'],Lake Kyliefurt,Rogers Crossing,34.52908,-10.643028,8:00 - 20:00,4.6,58,$,"['10% off', 'Happy hours']",Filipino,"['Vegan', 'Heart-Healthy']","['gluten free', 'low sugar']","['Relaxed', 'Happy']","['food_000356', 'food_000123', 'food_000493', 'food_000337', 'food_000086']"
restaurant_00183,Nash Corner,"['Turkish', 'Thai', 'Mediterranean']",Austinborough,Davis Cove,-26.698455,-110.669159,8:00 - 20:00,4.2,24,$$$,"['Weekend special', 'Combo discount']",Turkish,"['Vegetarian', 'Low Sodium']","['low sugar', 'low calorie']","['Romantic', 'Cheerful']","['food_000459', 'food_000428', 'food_000232', 'food_000134', 'food_000139']"
restaurant_00184,Lawrence Grill,"['Japanese', 'Moroccan', 'Thai']",Christinehaven,Robbins Parkway,18.409922,-137.889662,9:00 - 20:00,4.3,50,$$,"['10% off', 'Weekend special']",Japanese,"['Dairy-Free', 'Vegetarian']","['gluten free', 'protein rich']","['Comfort', 'Nostalgic']","['food_000164', 'food_000458', 'food_000160', 'food_000061', 'food_000277']"
restaurant_00185,Brown Cafe,['Nordic'],Kleinton,Henderson Brooks,18.757258,103.846359,10:00 - 21:00,3.4,54,$$,"['10% off', 'Free delivery']",Nordic,"['Kosher', 'Low Sugar']","['protein rich', 'low calorie']","['Calm', 'Peaceful']","['food_000191', 'food_000469', 'food_000421', 'food_000279', 'food_000284']"
restaurant_00186,Robinson Tavern,"['Italian', 'Indonesian', 'British']",Port Angela,Ellen Pines,28.812865,12.304153,6:00 - 21:00,3.8,30,$,"['Weekend special', 'Combo discount']",Italian,"['Gluten-Free', 'Heart-Healthy']","['heart healthy', 'low sugar']","['Cozy', 'Social']","['food_000444', 'food_000105', 'food_000370', 'food_000122', 'food_000176']"
restaurant_00187,Clements Grill,"['East Asian', 'American Comfort']",West Nicolebury,Davis Port,77.857306,37.764505,9:00 - 22:00,3.5,21,$,"['Weekend special', '10% off']",East Asian,"['Pescatarian', 'High Protein']","['low calorie', 'heart healthy']","['Energized', 'Focused']","['food_000022', 'food_000348', 'food_000367', 'food_000061', 'food_000307']"
restaurant_00188,Gates Grill,"['Mediterranean', 'Spanish', 'Brazilian']",North Hannah,King Throughway,65.817489,-151.610124,7:00 - 21:00,4.6,44,$$$,"['10% off', 'Weekend special']",Mediterranean,"['Nut-Free', 'Low Carb']","['low sugar', 'gluten free']","['Spicy', 'Energized']","['food_000176', 'food_000084', 'food_000410', 'food_000205', 'food_000124']"
restaurant_00189,Schneider Bistro,"['Latin American', 'Lebanese', 'Indonesian']",New Brittanyland,Joshua Creek,-84.17726,177.910198,11:00 - 21:00,3.3,40,$$$$,"['Free delivery', 'Happy hours']",Latin American,"['Vegetarian', 'High Protein']","['heart healthy', 'low sugar']","['Comforting', 'Festive']","['food_000152', 'food_000246', 'food_000372', 'food_000358', 'food_000491']"
restaurant_00190,Ramos Corner,['Peruvian'],Matthewport,Miller Plains,75.336097,142.344001,6:00 - 23:00,4.5,38,$$,"['Happy hours', '10% off']",Peruvian,"['Nut-Free', 'Halal']","['protein rich', 'low sugar']","['Cozy', 'Happy']","['food_000412', 'food_000199', 'food_000209', 'food_000068', 'food_000447']"
restaurant_00191,Schneider Tavern,['Healthy Fusion'],New Barbaraburgh,Douglas Ramp,36.562142,27.438487,6:00 - 22:00,3.5,20,$$$,"['Free delivery', 'Happy hours']",Healthy Fusion,"['Gluten-Free', 'Halal']","['gluten free', 'low sugar']","['Comfort', 'Adventurous']","['food_000192', 'food_000249', 'food_000417', 'food_000285', 'food_000465']"
restaurant_00192,Becker Tavern,['American Comfort'],Kristinabury,Ayers Gateway,3.048587,-162.569272,6:00 - 23:00,3.5,45,$$$$,"['Happy hours', 'Free delivery']",American Comfort,"['Pescatarian', 'Diabetes-Friendly']","['low calorie', 'low sugar']","['Energized', 'Adventurous']","['food_000375', 'food_000272', 'food_000455', 'food_000329', 'food_000045']"
restaurant_00193,Holden Grill,"['Mexican', 'Italian', 'Brazilian']",Port Jessicashire,Jesus Dam,22.291975,31.596605,6:00 - 21:00,4.2,57,$,"['10% off', 'Free delivery']",Mexican,"['Vegan', 'Kosher']","['protein rich', 'low calorie']","['Adventurous', 'Comforting']","['food_000070', 'food_000012', 'food_000312', 'food_000135', 'food_000174']"
restaurant_00194,Durham Bistro,"['American Comfort', 'Nordic', 'Korean']",Rossside,Mccall Field,12.316266,70.60097,8:00 - 21:00,4.7,56,$$$,"['Free delivery', 'Happy hours']",American Comfort,"['Vegan', 'Vegetarian']","['gluten free', 'heart healthy']","['Energized', 'Adventurous']","['food_000442', 'food_000496', 'food_000238', 'food_000179', 'food_000470']"
restaurant_00195,Dalton Corner,"['Filipino', 'French']",East Erin,Haynes Rapid,-43.597875,-81.592439,11:00 - 21:00,3.1,38,$$$,"['Weekend special', 'Combo discount']",Filipino,"['Dairy-Free', 'Heart-Healthy']","['low sugar', 'protein rich']","['Peaceful', 'Relaxed']","['food_000064', 'food_000286', 'food_000009', 'food_000323', 'food_000288']"
restaurant_00196,Dominguez Kitchen,"['Spanish', 'Lebanese', 'Japanese']",Ricardobury,Thomas Fords,23.265087,10.581307,8:00 - 22:00,4.5,45,$$$,"['Happy hours', 'Free delivery']",Spanish,"['Low Sodium', 'Dairy-Free']","['low sugar', 'protein rich']","['Romantic', 'Happy']","['food_000316', 'food_000254', 'food_000027', 'food_000162', 'food_000359']"
restaurant_00197,Phillips Tavern,"['South Indian', 'Healthy Fusion']",Jessicafurt,Serrano Road,-71.541193,-28.800332,7:00 - 22:00,4.1,21,$$$$,"['Happy hours', '10% off']",South Indian,"['Dairy-Free', 'High Protein']","['protein rich', 'heart healthy']","['Sunny', 'Comfort']","['food_000068', 'food_000101', 'food_000181', 'food_000410', 'food_000033']"
restaurant_00198,Olson Cafe,"['Thai', 'South Indian', 'Mediterranean']",Sandrastad,York Inlet,81.880709,65.122291,6:00 - 23:00,3.5,60,$$$,"['10% off', 'Happy hours']",Thai,"['Diabetes-Friendly', 'Kosher']","['low calorie', 'low sugar']","['Cozy', 'Energized']","['food_000178', 'food_000270', 'food_000226', 'food_000293', 'food_000032']"
restaurant_00199,Hicks Cafe,['Middle Eastern'],East Alan,Davis Key,-35.600019,-104.692025,10:00 - 22:00,3.6,56,$$$,"['Combo discount', '10% off']",Middle Eastern,"['Kosher', 'Paleo']","['low sugar', 'protein rich']","['Romantic', 'Cheerful']","['food_000356', 'food_000481', 'food_000470', 'food_000240', 'food_000299']"
restaurant_00200,Adams Kitchen,"['German', 'Korean']",North Cheryl,Keith Flat,13.080512,84.722298,11:00 - 23:00,3.9,39,$,"['Happy hours', 'Free delivery']",German,"['Pescatarian', 'Low Sodium']","['heart healthy', 'low calorie']","['Spicy', 'Calm']","['food_000100', 'food_000452', 'food_000166', 'food_000366', 'food_000311']"
