food_id,name,cuisine,category,region,season,weather,price_tier,calories,protein_g,fat_g,carbs_g,allergens,diet_options,mood_tags,health_score,taste_score,rating,description
food_000194,Smoked Juices,French,Sandwiches,West Bengal,Winter,Warm,medium,630,10.1,19.4,103.8,['hazelnut'],"['Vegetarian', 'Low Sugar', 'Dairy-Free']","['Peaceful', 'Energized', 'Festive']",74.1,87.3,3.1,Raise meet right health light soldier rock skill enough pay.
food_000195,Spiced Appetizers,Japanese,Bread,Uttar Pradesh,Eid,Windy,low,744,16.7,34.3,92.1,"['garlic', 'sesame oil']","['Gluten-Free', 'Diabetes-Friendly', 'Keto']","['Peaceful', 'Motivated', 'Spicy']",82.6,76.9,3.1,Mouth reality will voice various agency strategy western leader high some road value.
food_000196,Biryani Bowl,Thai,Healthy Bowls,South India,Diwali,Stormy,medium,720,11.8,13.9,136.9,"['fish', 'tree nuts']","['Kosher', 'Nut-Free']","['Adventurous', 'Relaxed', 'Sunny']",97.5,98.0,3.8,Get they drug management attention culture most even own economic probably simple campaign.
food_000197,Grilled Appetizers,Indonesian,Desserts,Jammu & Kashmir,Cold Weather,Dry,medium,785,28.8,18.6,125.6,['cashew'],"['Low Sodium', 'Diabetes-Friendly', 'Vegan']","['Spicy', 'Savory', 'Romantic']",97.8,60.8,3.6,Hair stuff sit hospital cup about new else star floor hotel whether tree.
food_000198,Smoked Snacks,Filipino,Dessertbites,South India,Valentine,Snowy,premium,214,9.0,26.8,0.0,['sesame oil'],['High Protein'],"['Comfort', 'Comforting', 'Relaxed']",59.1,81.3,3.3,Majority nation natural water hundred dream already lay do wind high drug.
food_000199,Spiced Wraps,Vietnamese,Desserts,Rajasthan,Harvest,Stormy,premium,95,37.2,33.3,0.0,['shellfish'],['Low Sodium'],"['Motivated', 'Happy', 'Cheerful']",80.6,64.6,4.8,Carry number land see simple question natural arm option these seat each amount interest.
food_000200,Zesty Grills,Japanese,Pasta,North India,Warm Weather,Festive,low,736,35.3,27.6,86.6,[],['Kosher'],"['Energized', 'Spicy', 'Sunny']",68.9,77.4,3.4,Network they interview boy including training even another alone.
food_000201,Fresh Dessertbites,Lebanese,Lunch,East India,Summer Vacation,Snowy,medium,741,19.2,25.4,108.9,['celery'],"['Nut-Free', 'High Protein']","['Comfort', 'Focused', 'Motivated']",86.3,59.9,4.8,Role offer commercial his occur investment government drop heavy traditional situation sense scientist seven throughout able.
food_000202,Herbed Grills,Latin American,Dinner,Gujarat,Back to School,Cold,medium,804,16.6,27.8,121.8,"['yeast', 'celery', 'milk']",['Nut-Free'],"['Sweet', 'Adventurous', 'Focused']",95.3,77.0,3.4,Attack law clearly expect energy author we reason usually training affect gun drop time three.
food_000203,Tandoori Bowl,Middle Eastern,Snacks,Kerala,Harvest,Sunny,medium,549,20.9,17.7,76.5,"['fish', 'shellfish', 'wheat']","['Diabetes-Friendly', 'High Protein', 'Low Sugar']","['Motivated', 'Relaxed', 'Comfort']",77.2,89.7,4.8,Evidence generation kind box husband capital if mission none myself.
food_000204,Spiced Bread,North Indian,Rice Dishes,Goa,Spring,Snowy,low,671,33.8,10.8,109.7,"['soy', 'almond', 'mustard']","['Low Sodium', 'High Protein', 'Halal']","['Sweet', 'Comforting', 'Energized']",47.6,94.6,4.5,Last south practice million parent could wife free interesting thousand about stay several.
food_000205,Citrus Grills,French,Seafood,Kerala,Autumn,Foggy,high,503,21.9,24.5,48.7,[],"['Dairy-Free', 'Low Sugar']","['Savory', 'Cheerful', 'Festive']",50.8,81.3,4.9,Field wish debate many expert great read perform purpose man.
food_000206,Spiced Snacks,African,Pasta,Maharashtra,Diwali,Dry,low,104,19.7,28.0,0.0,"['corn', 'milk', 'sulphites']","['Low Sugar', 'Vegetarian']","['Social', 'Nostalgic', 'Festive']",56.0,86.7,3.6,Institution thank sometimes within yet smile on ask position society along family focus full while.
food_000207,Smoked Street Food,German,Sushi,Northeast India,Winter,Humid,premium,426,37.0,17.0,31.2,['garlic'],['Heart-Healthy'],"['Spicy', 'Cheerful', 'Motivated']",46.9,75.4,4.9,Carry he quite property cup score anything contain increase simple ground him cause challenge long size imagine different.
food_000208,Herbed Desserts,South Indian,Salads,Jammu & Kashmir,Navratri,Cold,low,367,33.9,12.2,30.4,['wheat'],"['Kosher', 'Gluten-Free', 'Dairy-Free']","['Romantic', 'Nostalgic', 'Cheerful']",73.3,71.1,3.5,Bring open policy among realize suddenly add pressure house talk could light.
food_000209,Herbed Sandwiches,Middle Eastern,Snacks,Goa,Spring,Dry,low,598,2.9,17.2,107.9,"['onion', 'mustard', 'sulphites']",['Keto'],"['Peaceful', 'Adventurous', 'Social']",55.1,76.5,3.9,Clear heavy suffer again political item course see religious score couple page worry open program help organization seat.
food_000210,Biryani Salad,Peruvian,Dinner,Andhra Pradesh,Back to School,Rainy,medium,103,23.9,11.3,0.0,['mustard'],"['Nut-Free', 'Kosher']","['Motivated', 'Romantic', 'Festive']",62.0,93.4,3.3,Close air seven unit story particular husband teach site economic.
food_000211,Smoked Beverages,Caribbean,Main Course,Kerala,Diwali,Holiday,premium,152,13.8,31.3,0.0,[],"['Vegan', 'Diabetes-Friendly']","['Sunny', 'Energized', 'Relaxed']",47.7,78.2,3.8,Its despite successful senior effort history late few beat around important different want better light sign too increase direction.
food_000212,Fresh Sushi,French,Street Food,Tamil Nadu,Cold Weather,Cloudy,high,214,5.5,28.2,0.0,"['almond', 'cashew']","['Heart-Healthy', 'High Protein', 'Keto']","['Calm', 'Adventurous', 'Festive']",50.2,85.0,3.8,Anything anything yes drive picture discussion every pretty change bed possible different read.
food_000213,Grilled Appetizers,Vietnamese,Snacks,Goa,Ramadan,Breezy,premium,436,25.0,4.9,73.0,[],"['Gluten-Free', 'Kosher']","['Nostalgic', 'Spicy', 'Motivated']",88.3,59.4,4.2,Two catch toward sometimes themselves benefit born memory hot red.
food_000214,Golden Plant-based,Brazilian,Tea & Coffee,Jammu & Kashmir,Thanksgiving,Thunderstorm,high,430,22.7,8.6,65.5,"['peanuts', 'wheat', 'sesame oil']","['Nut-Free', 'Low Carb']","['Romantic', 'Motivated', 'Focused']",49.1,83.5,4.9,Mrs policy simply purpose everything join drive budget write wonder husband during reason arm other such sea nice.
food_000215,Smoked Dessertbites,Vietnamese,Rice Dishes,Central India,Spring,Cloudy,premium,222,35.7,31.7,0.0,['almond'],['Heart-Healthy'],"['Spicy', 'Nostalgic', 'Sunny']",45.0,82.4,3.4,Spend ball after measure seven push teach finally theory science guy popular entire care ten wish.
food_000216,Creamy Desserts,Mediterranean,Sushi,Karnataka,Berry Season,Heatwave,high,381,4.4,31.6,19.7,"['peanuts', 'mustard']",['High Protein'],"['Cozy', 'Sweet', 'Sunny']",45.0,96.6,4.4,Road organization debate paper just month beat major gas traditional evidence understand time travel well skin.
food_000217,Paneer Wrap,Spanish,Smoothies,Goa,Thanksgiving,Snowy,premium,91,4.7,1.0,15.8,"['tree nuts', 'egg', 'cashew']","['Heart-Healthy', 'Diabetes-Friendly']","['Savory', 'Cozy', 'Focused']",70.8,86.0,4.0,Leg continue office one store capital know argue home also point great attack chair.
food_000218,Roasted Wraps,Turkish,Seafood,North India,New Year,Heatwave,low,639,23.9,1.7,132.0,"['peanuts', 'wheat']","['Gluten-Free', 'Diabetes-Friendly']","['Peaceful', 'Festive', 'Motivated']",70.6,56.6,4.0,Difficult week way though door somebody specific table medical resource fish fly.
food_000219,Spiced Street Food,Indonesian,Curry,Jammu & Kashmir,Diwali,Festive,low,627,31.6,16.7,87.6,"['corn', 'lupin']","['Dairy-Free', 'Gluten-Free']","['Energized', 'Nostalgic', 'Festive']",69.9,77.0,4.3,Especially action blue ask author work instead mention quite possible read.
food_000220,Herbed Plant-based,French,Seafood,Bengal,Monsoon,Heatwave,medium,364,11.6,21.7,30.6,[],"['Low Sodium', 'Heart-Healthy', 'Dairy-Free']","['Adventurous', 'Motivated', 'Comforting']",58.6,66.8,3.5,Interest purpose agency cover speech vote adult such.
food_000221,Creamy Soups,East Asian,Pasta,Kerala,Ramadan,Thunderstorm,premium,756,18.7,22.5,119.7,"['milk', 'cashew']","['Keto', 'Vegetarian']","['Focused', 'Motivated', 'Sunny']",83.9,64.1,3.6,Start somebody their her player Republican professional subject accept town simply field grow.
food_000222,Fresh Smoothies,East Asian,Grills,Telangana,Winter,Cool,premium,774,14.0,18.8,137.2,"['corn', 'sesame oil']","['Low Carb', 'Low Sodium', 'Paleo']","['Festive', 'Romantic', 'Savory']",50.2,96.1,3.9,Form garden half require medical yet spring that improve.
food_000223,Spiced Bread,Moroccan,Tea & Coffee,Rajasthan,Navratri,Seasonal,medium,88,33.6,0.9,0.0,"['lupin', 'fish', 'mustard']","['Low Sugar', 'Vegetarian']","['Comfort', 'Relaxed', 'Energized']",50.5,59.2,4.9,Player write test positive suggest have each third certain drop where job.
food_000224,Tandoori Platter,Nordic,Rice Dishes,Jammu & Kashmir,Festive,Windy,premium,756,37.6,22.5,100.8,"['hazelnut', 'almond', 'sulphites']","['Low Sodium', 'Kosher']","['Relaxed', 'Festive', 'Energized']",59.6,94.7,3.8,Data close better improve up send coach position movie black TV such himself game word hold party agree.
food_000225,Grilled Curry,Japanese,Beverages,South India,Ramadan,Windy,premium,521,10.3,22.7,68.9,[],['Gluten-Free'],"['Relaxed', 'Sweet', 'Festive']",82.9,94.2,3.0,Charge which beat traditional however knowledge debate its shake hot purpose sea.
food_000226,Zesty Tea & Coffee,British,Street Food,Delhi,Warm Weather,Sunny,high,582,20.2,14.4,92.9,[],"['High Protein', 'Vegetarian', 'Low Sugar']","['Happy', 'Romantic', 'Spicy']",88.1,86.3,3.7,Throughout follow decade performance machine ask some well ok later behavior it air.
food_000227,Grilled Curry,Mediterranean,Dessertbites,Odisha,Diwali,Dry,low,120,38.8,23.3,0.0,[],"['Halal', 'High Protein', 'Vegan']","['Motivated', 'Social', 'Adventurous']",65.7,67.9,3.4,Happen and system even manager crime them cover daughter always foreign.
food_000228,Citrus Lunch,Vietnamese,Curry,Odisha,Winter,Rainy,low,425,31.9,2.0,69.8,"['almond', 'yeast', 'tree nuts']","['High Protein', 'Heart-Healthy', 'Vegan']","['Energized', 'Adventurous', 'Happy']",87.8,60.1,3.9,Range none opportunity exist tend support up debate able probably hour strategy resource.
food_000229,Grilled Dessertbites,African,Appetizers,Gujarat,Back to School,Festive,low,685,4.4,28.7,102.3,['egg'],['Pescatarian'],"['Cheerful', 'Sunny', 'Savory']",76.5,59.9,5.0,Accept purpose American want almost discussion more job dinner expect notice camera top long southern keep.
food_000230,Grilled Fermented,Middle Eastern,Street Food,Bengal,Autumn,Foggy,low,505,8.4,13.3,87.9,[],['Keto'],"['Savory', 'Sunny', 'Focused']",57.9,62.1,4.8,Hundred enjoy role find strategy Republican while back form.
food_000231,Tandoori Platter,British,Plant-based,West Bengal,Monsoon,Dry,medium,501,11.1,6.5,99.5,"['sesame oil', 'egg', 'cashew']","['Halal', 'Low Sugar']","['Comfort', 'Spicy', 'Calm']",76.6,84.7,3.2,Individual be population remain produce fund about coach identify off guess trouble picture.
food_000232,Spiced Salads,Nordic,Rice Dishes,Central India,Harvest,Foggy,premium,195,32.3,24.1,0.0,['soy'],"['Vegan', 'Vegetarian', 'Nut-Free']","['Comforting', 'Nostalgic', 'Social']",70.1,96.6,3.5,Teacher show unit number condition throughout half medical there beat list community.
food_000233,Herbed Dinner,Middle Eastern,Plant-based,Karnataka,Ramadan,Heatwave,premium,320,29.4,20.9,3.6,"['fish', 'peanuts']","['High Protein', 'Vegan']","['Calm', 'Cozy', 'Social']",55.5,69.0,4.8,Present message example consumer still daughter wrong quality station pretty out practice establish amount enjoy worker consumer.
food_000234,Smoked Rice Dishes,Middle Eastern,Smoothies,Goa,Monsoon,Breezy,medium,447,39.1,7.5,55.8,[],"['Paleo', 'Vegan']","['Motivated', 'Savory', 'Cozy']",81.7,60.5,4.5,Avoid brother general worker nature play yourself east show her think interest beautiful television.
food_000235,Fresh Salads,Spanish,Soups,Bengal,Thanksgiving,Heatwave,low,685,20.0,16.5,114.1,['fish'],"['Pescatarian', 'Dairy-Free']","['Calm', 'Sweet', 'Adventurous']",67.7,55.6,3.8,Manager low memory quality trade upon simply develop wear including.
food_000236,Fresh Soups,Vietnamese,Plant-based,East India,Autumn,Breezy,high,165,23.2,0.9,16.0,['lupin'],"['High Protein', 'Nut-Free']","['Relaxed', 'Comfort', 'Happy']",95.3,86.5,3.3,Matter high person generation low never every direction drive source rather all system hit speak chair let news.
food_000237,Fresh Tea & Coffee,Peruvian,Tea & Coffee,Delhi,Festive,Cold,low,728,2.1,22.1,130.2,[],"['Pescatarian', 'Kosher']","['Festive', 'Spicy', 'Social']",81.6,71.5,4.2,Owner sort vote use reveal section truth final reason.
food_000238,Idli Bowl,Korean,Pasta,Punjab,Eid,Cold,high,654,29.0,7.6,117.4,[],"['Diabetes-Friendly', 'Halal', 'Kosher']","['Sweet', 'Social', 'Calm']",57.6,97.2,3.7,Sound none find significant more ever sea fine measure more.
food_000239,Zesty Bread,Vietnamese,Grills,Assam,Autumn,Monsoon,medium,625,36.2,16.1,83.8,[],['Heart-Healthy'],"['Relaxed', 'Savory', 'Sunny']",80.7,70.8,3.6,Issue minute happy also land baby call report look must him race say that interest administration.
food_000240,Creamy Bread,American Comfort,Grills,South India,Winter,Cool,high,634,37.4,16.8,83.3,[],"['Low Sugar', 'Vegan']","['Comfort', 'Calm', 'Peaceful']",84.1,73.1,3.8,Follow best result particular sea large win involve mother sort should report western various dog.
food_000241,Golden Desserts,Brazilian,Curry,Odisha,Back to School,Cool,medium,393,8.5,9.5,68.4,[],['Halal'],"['Nostalgic', 'Motivated', 'Focused']",96.4,75.8,4.4,Brother citizen start guy scientist meeting serve itself anyone most.
food_000242,Grilled Sandwiches,Healthy Fusion,Snacks,Punjab,Navratri,Holiday,premium,346,16.0,7.6,53.4,"['tree nuts', 'lupin']","['Low Sodium', 'Low Carb']","['Nostalgic', 'Romantic', 'Comfort']",80.3,85.4,4.9,Hope notice result line these give artist thought old.
food_000243,Golden Bread,Indonesian,Tea & Coffee,Himachal Pradesh,Ramadan,Cool,high,230,32.4,25.6,0.0,[],"['Diabetes-Friendly', 'Heart-Healthy', 'Vegetarian']","['Adventurous', 'Spicy', 'Romantic']",63.0,94.7,3.0,Of common seat media ever toward affect view meeting represent thank security number feeling responsibility fly off small.
food_000244,Smoked Breakfast,American Comfort,Sushi,Assam,New Year,Foggy,premium,165,22.5,15.9,0.0,"['shellfish', 'garlic', 'sulphites']","['Vegan', 'Heart-Healthy', 'Nut-Free']","['Comforting', 'Sunny', 'Adventurous']",49.6,83.9,3.7,Power win could together this particularly morning family official wife establish bad style issue affect travel chance.
food_000245,Biryani Platter,American Comfort,Juices,Odisha,Thanksgiving,Breezy,low,826,36.1,5.3,158.5,['mustard'],"['Nut-Free', 'Vegan']","['Sweet', 'Sunny', 'Relaxed']",49.6,80.2,3.8,Contain party have allow fast training usually idea could lose executive above because sometimes total season beyond final wonder.
food_000246,Fresh Lunch,Middle Eastern,Dessertbites,Delhi,Diwali,Seasonal,low,389,33.7,11.0,38.8,[],['Paleo'],"['Festive', 'Nostalgic', 'Happy']",69.6,79.0,4.3,Measure hour us during than entire consider almost character not enough.
food_000247,Golden Seafood,Italian,Seafood,Bengal,Berry Season,Cold,medium,659,18.6,9.4,125.0,[],"['Vegetarian', 'Pescatarian']","['Festive', 'Focused', 'Energized']",96.6,84.5,3.6,Daughter between executive goal light quality go street.
food_000248,Zesty Salads,North Indian,Appetizers,Himachal Pradesh,Summer Vacation,Cloudy,medium,723,9.0,3.8,163.2,"['almond', 'mustard']","['Halal', 'Vegan']","['Spicy', 'Sweet', 'Comforting']",73.8,87.4,3.0,Audience different skin choice wonder peace probably practice wall face home forward run leg film week bag knowledge.
food_000249,Golden Tea & Coffee,East Asian,Grills,Maharashtra,Harvest,Seasonal,high,618,34.2,25.1,63.8,"['nightshades', 'egg', 'peanuts']",['Vegetarian'],"['Happy', 'Comforting', 'Nostalgic']",87.5,85.2,3.3,General analysis finish late film have new game letter.
food_000250,Smoked Appetizers,Brazilian,Snacks,Maharashtra,Monsoon,Snowy,medium,208,10.0,34.3,0.0,[],['Vegetarian'],"['Happy', 'Cozy', 'Energized']",85.4,73.3,3.2,Almost Mr heart positive prevent wind bring for together suggest great American teacher suggest when.
food_000251,Golden Salads,French,Bread,Karnataka,Autumn,Windy,low,681,36.2,6.9,118.5,"['wheat', 'lupin']","['Low Sodium', 'Pescatarian']","['Peaceful', 'Calm', 'Savory']",49.8,70.1,3.2,Future receive range mouth enough rather color newspaper focus woman thousand message.
food_000252,Sambar Salad,Spanish,Breakfast,North India,Autumn,Dry,low,794,24.4,15.7,138.8,"['celery', 'corn']",['High Protein'],"['Cozy', 'Romantic', 'Cheerful']",54.6,96.2,3.9,Paper situation ready budget fall exactly wife especially clear more that early about join sister pick imagine success.
food_000253,Roasted Sandwiches,Mediterranean,Street Food,West Bengal,Autumn,Misty,premium,694,30.0,24.2,89.1,"['mustard', 'corn', 'shellfish']",['Diabetes-Friendly'],"['Comforting', 'Focused', 'Comfort']",57.0,91.2,4.3,Among exactly party customer have fall sort book write explain against soldier issue bar cause while building act.
food_000254,Citrus Salads,British,Sushi,Gujarat,Festive,Cloudy,premium,426,9.6,29.6,30.3,"['garlic', 'sesame', 'hazelnut']","['Low Carb', 'Kosher', 'Heart-Healthy']","['Sunny', 'Comforting', 'Happy']",57.3,72.4,5.0,Third point next source decision whose public better call buy physical gas today writer than process.
food_000255,Spiced Dessertbites,Healthy Fusion,Rice Dishes,Kerala,Winter,Windy,medium,149,20.9,1.4,13.2,"['tree nuts', 'mustard']","['Keto', 'Kosher', 'Vegan']","['Peaceful', 'Happy', 'Motivated']",77.0,62.7,3.6,Position opportunity white fund thank side recently southern quality.
food_000256,Creamy Sandwiches,South Indian,Fermented,Punjab,Thanksgiving,Windy,low,402,34.4,15.8,30.5,"['hazelnut', 'soy']","['Pescatarian', 'Gluten-Free']","['Nostalgic', 'Sunny', 'Happy']",54.4,56.5,4.1,Treat these start writer wall little off recently rate hope.
food_000257,Fresh Sushi,Middle Eastern,Grills,Punjab,Christmas,Foggy,high,466,25.4,12.7,62.5,[],"['Vegan', 'Gluten-Free', 'Pescatarian']","['Comforting', 'Savory', 'Comfort']",62.0,97.0,3.8,Director generation international challenge financial to price accept yes represent would.
food_000258,Roasted Snacks,Indonesian,Appetizers,Jammu & Kashmir,Summer,Cloudy,high,425,8.5,19.1,54.8,"['wheat', 'onion', 'corn']","['Vegetarian', 'Halal']","['Happy', 'Sweet', 'Comfort']",79.9,56.6,3.8,Government drive late mouth range late system quickly just of play Congress.
food_000259,Tandoori Platter,Caribbean,Seafood,Assam,Navratri,Humid,low,286,20.9,29.7,0.0,['mustard'],"['Vegan', 'Paleo']","['Sweet', 'Sunny', 'Calm']",89.5,88.8,4.4,Exactly reach middle service exactly until day out inside determine their control spend have computer office available country other.
food_000260,Zesty Plant-based,Mexican,Salads,Goa,Summer,Cool,premium,387,18.5,19.1,35.3,"['almond', 'yeast', 'soy']",['Low Sodium'],"['Sweet', 'Happy', 'Social']",66.3,63.6,3.5,Administration whole usually study of push I main animal moment member worry big open course quickly.
food_000261,Grilled Soups,North Indian,Grills,Tamil Nadu,Eid,Breezy,high,234,30.4,26.9,0.0,[],"['Low Sugar', 'Pescatarian', 'Diabetes-Friendly']","['Festive', 'Nostalgic', 'Focused']",66.7,91.3,4.4,Company nearly know prepare hold usually generation reality pay admit agent shoulder always born TV.
food_000262,Creamy Rice Dishes,French,Sandwiches,West Bengal,Cold Weather,Thunderstorm,low,117,9.7,9.9,0.0,"['almond', 'yeast']",['Vegan'],"['Happy', 'Comfort', 'Energized']",86.9,56.3,3.6,Week best present adult mention yes federal election save.
food_000263,Golden Juices,German,Dessertbites,Kerala,New Year,Windy,medium,592,37.5,18.5,68.9,"['garlic', 'egg']",['Keto'],"['Cheerful', 'Savory', 'Sunny']",95.3,90.6,4.9,Realize your provide head hope official people difficult line.
food_000264,Herbed Street Food,Turkish,Lunch,West Bengal,Cold Weather,Cold,low,638,18.1,24.1,87.2,['lupin'],"['Halal', 'Pescatarian']","['Nostalgic', 'Comfort', 'Energized']",91.6,96.4,4.4,Environment people over table morning kid theory red memory really defense.
food_000265,Smoked Sandwiches,African,Plant-based,Central India,Autumn,Seasonal,premium,477,2.3,33.6,41.3,"['egg', 'fish']","['Low Sugar', 'Pescatarian']","['Focused', 'Motivated', 'Cheerful']",93.7,94.9,4.6,Per crime inside inside girl threat goal close.
food_000266,Masala Salad,Caribbean,Tea & Coffee,Telangana,Autumn,Humid,premium,510,24.9,28.6,38.2,[],['Low Sodium'],"['Motivated', 'Adventurous', 'Comfort']",69.0,86.7,3.4,Past great do town such agent protect firm fill fire ability dream product.
food_000267,Citrus Sandwiches,Brazilian,Rice Dishes,Kerala,Berry Season,Thunderstorm,premium,569,35.2,5.1,95.6,"['mustard', 'shellfish']",['Pescatarian'],"['Comforting', 'Focused', 'Sunny']",76.4,62.5,4.9,Television information foot left read thing position without pattern find art machine accept play happen instead.
food_000268,Creamy Pasta,Korean,Salads,Uttar Pradesh,Festive,Rainy,medium,519,24.8,5.6,92.3,[],['Pescatarian'],"['Motivated', 'Happy', 'Romantic']",54.0,96.2,4.4,Maybe growth treat research center explain study travel list rich safe ball low picture.
food_000269,Smoked Wraps,Mexican,Salads,Northeast India,Harvest,Cool,premium,264,17.5,5.5,36.1,"['fish', 'lupin', 'wheat']","['Heart-Healthy', 'Vegan', 'Vegetarian']","['Happy', 'Adventurous', 'Cheerful']",58.9,67.5,4.4,Manage father meet someone radio across rather without be what heavy until.
food_000270,Citrus Pasta,North Indian,Lunch,Andhra Pradesh,New Year,Monsoon,low,766,38.8,21.1,105.2,"['onion', 'sesame oil']","['Dairy-Free', 'Low Sugar']","['Comforting', 'Adventurous', 'Spicy']",47.4,87.2,4.2,Position big building test kind law single result school hit how yourself while say project effect around.
food_000271,Citrus Lunch,Greek,Wraps,Kerala,Valentine,Windy,medium,210,21.0,34.1,0.0,"['mustard', 'sesame', 'sesame oil']","['Nut-Free', 'Low Sugar']","['Focused', 'Cheerful', 'Happy']",64.1,67.1,4.1,Color become woman world window cause meet style opportunity class theory send fight growth whom nation task perhaps.
food_000272,Creamy Snacks,North Indian,Seafood,Uttar Pradesh,Festive,Breezy,high,586,3.6,12.8,114.1,"['peanuts', 'tree nuts', 'lupin']",['Low Sugar'],"['Nostalgic', 'Focused', 'Sweet']",70.7,85.5,4.1,Indeed discussion skin century wall but card movement stop development everything benefit thank red.
food_000273,Tandoori Bowl,Filipino,Dinner,Maharashtra,Ramadan,Windy,low,483,16.2,32.6,31.2,[],['Heart-Healthy'],"['Happy', 'Motivated', 'Festive']",62.1,59.6,3.7,People kid themselves dark song today town quality effect easy over agent start security.
food_000274,Spiced Juices,American Comfort,Lunch,South India,Diwali,Warm,premium,152,22.8,21.3,0.0,['celery'],['Vegetarian'],"['Social', 'Focused', 'Sunny']",58.5,59.0,3.6,New as Democrat remain whose young region along natural rock pressure argue crime cultural understand result according first.
food_000275,Citrus Bread,Filipino,Appetizers,Central India,Berry Season,Snowy,premium,178,33.6,18.2,0.0,"['sesame', 'wheat', 'sesame oil']","['Gluten-Free', 'Kosher']","['Cozy', 'Comforting', 'Focused']",91.9,76.1,4.3,Finish item likely beautiful single third security build audience she discuss mind.
food_000276,Herbed Appetizers,East Asian,Seafood,Assam,Citrus Season,Heatwave,low,559,18.6,31.8,49.6,['almond'],"['High Protein', 'Low Carb']","['Cozy', 'Nostalgic', 'Energized']",52.9,75.5,4.8,Ground language experience administration for management heart out newspaper reveal cup spend lose bag need place.
food_000277,Herbed Fermented,Brazilian,Main Course,Goa,Valentine,Holiday,high,595,2.6,26.0,87.7,"['milk', 'egg', 'corn']","['Dairy-Free', 'Low Sodium', 'Diabetes-Friendly']","['Motivated', 'Savory', 'Festive']",86.7,74.9,4.9,War campaign full young sense TV trade thing difficult.
food_000278,Spiced Smoothies,Moroccan,Snacks,Telangana,Cold Weather,Sunny,low,199,2.5,23.1,0.0,"['mustard', 'sesame oil', 'lupin']","['Kosher', 'Diabetes-Friendly', 'Paleo']","['Relaxed', 'Adventurous', 'Sweet']",66.5,74.8,3.4,Until food everybody piece history quite bad authority practice left compare simply race north star ago whose maintain.
food_000279,Smoked Dinner,Indonesian,Soups,Telangana,Citrus Season,Seasonal,medium,388,31.2,5.6,53.2,['hazelnut'],"['Diabetes-Friendly', 'High Protein']","['Comfort', 'Motivated', 'Calm']",51.2,73.1,3.6,Set center read garden deal newspaper keep course their include rich outside country.
food_000280,Masala Platter,Mexican,Wraps,West Bengal,Warm Weather,Festive,high,489,20.5,20.9,54.7,"['fish', 'hazelnut', 'milk']","['Vegetarian', 'Low Sugar', 'Dairy-Free']","['Cheerful', 'Spicy', 'Relaxed']",81.0,81.3,4.8,Whether while sense sometimes foot drop clear available night change citizen maintain might course property audience forget.
food_000281,Citrus Sandwiches,South Indian,Beverages,Himachal Pradesh,Harvest,Monsoon,medium,317,21.3,20.8,11.1,"['tree nuts', 'mustard', 'hazelnut']","['Pescatarian', 'Diabetes-Friendly']","['Comforting', 'Happy', 'Focused']",93.9,84.5,3.6,Cover throw career concern Democrat require trip light administration focus participant.
food_000282,Smoked Salads,Latin American,Plant-based,Telangana,Ramadan,Cool,medium,650,3.8,1.1,156.2,['soy'],"['Vegan', 'Kosher', 'Diabetes-Friendly']","['Cheerful', 'Cozy', 'Romantic']",63.9,92.9,3.2,Front bed affect order debate management operation enter remember agency.
food_000283,Herbed Tea & Coffee,Italian,Desserts,East India,Summer Vacation,Festive,low,131,37.2,15.6,0.0,[],['Keto'],"['Spicy', 'Energized', 'Peaceful']",89.6,74.7,3.3,Month trial particular foreign work range choose early wish.
food_000284,Citrus Street Food,Greek,Seafood,North India,Autumn,Snowy,medium,221,6.7,7.5,31.7,[],['Diabetes-Friendly'],"['Cheerful', 'Nostalgic', 'Peaceful']",85.8,96.7,3.2,Analysis thing individual group management sing interest less.
food_000285,Creamy Wraps,Nordic,Grills,Telangana,New Year,Snowy,low,499,36.1,33.3,13.7,[],"['Paleo', 'Kosher']","['Comfort', 'Peaceful', 'Relaxed']",81.2,77.2,3.7,Determine away window hair specific affect produce vote brother thank position recognize two space sport value.
food_000286,Roasted Wraps,East Asian,Sushi,Punjab,Citrus Season,Heatwave,premium,491,35.7,24.7,31.5,"['lupin', 'gluten']","['Paleo', 'Halal']","['Sunny', 'Motivated', 'Social']",83.2,92.6,4.4,Forward direction hospital away position trip box long establish tough high especially arm general quickly.
food_000287,Paneer Bowl,Caribbean,Smoothies,North India,Monsoon,Heatwave,low,603,23.0,18.5,86.1,[],"['Low Carb', 'Keto', 'Pescatarian']","['Nostalgic', 'Cozy', 'Peaceful']",53.5,87.6,4.5,Professor more exactly fear purpose left thought defense four everyone record century help tend.
food_000288,Fresh Street Food,Latin American,Sandwiches,Himachal Pradesh,Warm Weather,Sunny,medium,321,32.6,34.6,0.0,['lupin'],"['Dairy-Free', 'Nut-Free']","['Sweet', 'Adventurous', 'Sunny']",92.4,79.3,3.2,Not about soldier determine card marriage strong business issue research professor others.
food_000289,Spiced Wraps,Mexican,Dessertbites,Telangana,Summer,Cloudy,medium,213,20.1,15.9,0.0,"['sesame', 'wheat', 'garlic']","['Pescatarian', 'High Protein', 'Halal']","['Happy', 'Cozy', 'Focused']",72.9,70.9,4.0,This reflect music visit big beyond only season suffer.
